translated_message,label
Qwe,0
"""yes""",0
"""you ask for help""",0
HAHAHAHAHAHA,0
i love dota3,0
"""yuri""",0
"""On the way, apparently""",0
hey,0
prince,0
"""mine""",0
MMR,0
"""NAORT""",0
"""Stupid""",0
"""Idiot""",0
"""IDIOT""",0
"""it's not going""",0
DOnt know,0
"""Tell them""",0
"""JETH""",0
go,0
dota 2,0
"""Let's go, idiot""",0
"""This was given by Jobb""",0
"""this game""",0
o,0
"""Oh no, idiot""",0
"""You are being blamed""",0
322,0
hahaha,0
MMR,0
Dot,0
Dota 2,0
timber,0
help us,0
Thank you,0
ROFL,0
ROFL,0
GAME OF IDIOTS,1
BOT,0
good games,0
"""alien?""",0
ggs?,0
What the fuck,0
BYE,0
"""my tb always dying""",0
DOGS,0
"""Second time feeding""",0
fog,0
"""Okay""",0
"""we're dead now""",0
HAHAHAHA,0
700,0
"""throw ah""",0
"""Wew?""",0
"""I'll give you a bonus game""",0
"""tsk tsk""",0
god damn!,0
HO FUCK,0
GG,0
Lol,0
END,0
gg idiot,0
"""Terrorblade""",0
GOD,0
"""I'm going to Manila""",0
next week,0
nice,0
GO,0
"""I am sad""",0
XD,0
TB GOD,0
gg,0
"""what is my team""",0
DOing,0
honestly,0
xd,0
"""what bracket""",0
"""Is this""",0
"""carry you?""",0
Holy shit,0
"""carry you?""",0
?,0
you suck,1
balls,0
dumb fuck,0
LOL,0
Find me 24/7,0
if you can,0
"The message """" is a non-standard character or icon and does not have a direct translation to English.",0
XD,0
I WANNA PLAY,0
PUBG,0
STOP TRYING,0
I don't give a fuck?,0
NOW,0
"""FAST""",0
"""stupid Dota""",0
FUCKING,0
dota 3,0
Dota 5,0
DOGS,0
TB,0
"""next loser""",0
TN legit,0
"""Terrorblade""",0
legit,0
Easy mid,0
"""you're all dumb""",1
except,0
brown,0
"""Fuck you, just die.""",0
By the way,0
"""Easy mid""",0
LUL,0
rubick god,0
Are you stupid?,0
"""since when are you tanky lol""",0
ok,0
"""try to kill me solo""",0
ggwp,0
having a mega fun time?,0
enjoying wasting time,0
XD,0
"""hahahahahahahahaha""",0
"""you're going to lose anyway""",0
"""hahahahahahaha""",0
""".i.""",0
report sniper,0
"""these dogs love me""",0
"""Why doesn't that sniper have items??""",0
xddd,0
lol,0
lol,0
lol,0
"""catch us, clown""",0
hahaha,0
"""they always kill me two at a time""",0
3,0
"""hahaha""",0
I NEED RAMPAGE,0
NICE MAN,0
"""BKB and ultimate for that??""",0
nice counter picks,0
lol,0
xd,0
lol,0
"""look at our safelane Luna""",0
"""good game, good work/play""",0
"""easy trilane""",0
Easy,0
easy,0
"The message ""GEWSRfdhgj,k"" does not contain recognizable words or phrases in any language and appears to be a random string of characters.",0
HAHAHAHA,0
"""TERROR""",0
"""HOW DID YOU FARM?""",0
"""COMPLETELY EASY(""",0
"""What is going on in your head when you decide to shit this out in the chat""",0
"""Well, I'm watching you show off here.""",0
hahaha,0
"""Fucked you all""",1
"""and I fucked your mother))0""",0
"""Isn't it time for you to go to school?""",0
No.,0
"""he went to school""",0
"""always carry gem with a Riki :D""",0
gg chen,0
"ese combo, aunque molesto, ha demostrado ser ineficaz dos veces",0
dead,0
"""who uses a wireless mouse in 2018""",0
"""when playing an online game""",0
true that,0
You don't deserve a pause actually.,0
ready thanks,0
"The message """" is a non-verbal symbol or icon and does not have a direct translation to English.",0
"""aren't those pretty great nowadays""",0
What now?,0
[No translation available],0
ggwp,0
GG,0
gg wp,0
"""Ahmad Maslan continues""",0
"""that's it""",0
?,0
EZ noob,0
hahaha,0
Thank you,0
"""eat eggs""",0
haha,0
die bitch,0
"""are you okay? Shadow Fiend used his ultimate on my illusion just now""",0
"""yes""",0
haha,0
What the fuck,0
"""Can Bloodseeker learn?""",0
easy,0
easy,0
GG,0
noob,0
"""easy mid""",0
sad,0
"""sad""",0
sad,0
"""sad""",0
gg,0
report fucking treant,0
nice ult,0
please?,0
was it worth it,0
?,0
"""1 support for 3 cores""",0
"""next time don't pick fucking 4 carries""",0
gg,0
"""classic Anti-Mage game...""",0
"""wait""",0
toilet,0
so close..,0
indeed,0
just end,0
see,0
"""blademail and ulti""",0
"""you dead""",0
try again?,0
"""door""",0
haha,0
haha,0
"""BAD SKILL""",0
HAHA,0
hahahahaha,0
"""called""",0
HAHA,0
lol,0
HAHA,0
wtf,0
end,0
easy,0
easy,0
D,0
:D,0
"""What the fuck""",0
"""what 2 suicides""",0
"""he left""",0
"""He left""",0
"""read the chat""",0
"""read the chat""",0
read chat,0
gg,0
gg,0
"""LOSERS!""",1
FUCKING,1
"""bro""",0
haha,0
sad,0
asdas,0
Aw,0
def,0
haha,0
hahahaha,0
gg,0
gg,0
gg,0
gg,0
gg,0
gg,0
"""FFFGGGEZ""",0
haha,0
lol,0
"""Good game, good game, good game""",0
LOL,0
commend,0
"""thanks for the pull""",0
пытайся усерднее,0
:))))),0
"""like""",0
UR DEFENDING :))),0
commend me,0
""":(""",0
=)))))))))),0
:))))))))))))))))))))))),0
:))) too fun,0
=)))))),0
xd,0
has left the game.,0
has abandoned the game.,0
has abandoned the game.,0
RAMPAGE,0
sCCC,0
gg,0
"""commend me""",0
scccc,0
"""Scccccccccccc""",0
HAHHA,0
GG,0
"""what are you, a dog""",0
"""HA""",0
""")""",0
"""through""",0
"""to play""",0
mother,0
"""Didn't she die?""",0
"""Why did you open your mouth""",0
"""how to fuck up""",0
"""the game""",0
"""What the fuck, can't handle it alone?""",0
""")""",0
"""Calling for help, you fucker on a booster?""",0
"""I'm not calling for help""",0
"""they come on their own""",0
"(""(""",0
"""this is unwinding""",0
"""Yes, I understand)""",0
"""to warm up""",0
"""I'm shocked by you""",0
"""we are at Roshan""",0
"""go dragon""",0
"""just explain""",0
"""why do you get a booster""",0
"""I'm not a booster""",0
"""but fuck""",0
"""I'm a sandwich""",0
"""and I am a tomato""",0
"""it's all good""",0
"""In the next game, we'll play together.""",0
"""just easily salted""",0
https://anylvl.com,0
https://anylvl.com,0
:D,0
"""cum on the Furion""",0
"""going to the forest when there's a WK there""",0
"""Not arguing""",0
"""the previous one""",0
"""building Midas)""",0
"""was the same""",0
"""and is standing AFK there)""",0
"""Midas Phase Boots""",0
"""Splits bot when the base is falling""",0
"""thx""",0
no =3,0
"""no idea )0)0""",0
"""what's the point of transliteration?""",0
"""I live in Dubai, there's no Russian keyboard here""",0
"""GO ROSHAN WHILE THEY DON'T SEE""",0
HEY,0
XD,0
"""fuck you're funny""",0
AHAHAHAHAHAH,0
"""WE WON'T GO (go)""",0
AHAHAHAHAHAHAHAH,0
HJ@H@HH@H@H@H@H@H@,0
"""MANY FLASKS AND ROSH IS OURS""",0
"""Wanna bet?)))))))))))""",0
HAHAHAHAHA,0
HAHAHAHAHAHAHAH,0
H@H@H@H@H@H@H@,0
H@H@H@H@H@,0
"""ZEUS ULT""",0
HAHAHAHAHA,0
HAHAHAHAHA,0
"""HE CAN'T, I ALREADY USED MY ULT""",0
"""Zeus die first""",0
"""STAND UNDER T2""",0
"""HAHAHAHAHAHA SO FUCKING FUNNY HAHAHAHAHA I'LL TELL MY NEIGHBOR NOW""",0
"""felt like some humor in the morning""",0
"""HE WILL ALSO LAUGH AND WILL BE ROARING WITH LAUGHTER""",0
"""all 9 ahahahaha""",0
"""Uber, are you by any chance from Novosibirsk?""",0
"""ntk Uber ahahahahaha""",0
"""Because I feel like they've frozen all your humor""",0
"""HAHAHAHAHA""",0
hahahaha,0
ha?,0
"""stop please""",0
HAHAHAHA,0
what a fucking russian dogs :),1
"""HA HA HA INVOKER'S MOTHER IS DEAD""",1
AHAHAHHA,0
"""Hey, throw a Sun Strike at your mother""",0
"""your mother is my mother""",0
"""brother""",0
ahahha,0
"""Was it against you that I was supposed to lane as DK?""",0
Sun Striker),0
commend void,0
GG,0
"""void top""",0
gg,0
"""Easy invoker""",0
_,0
+,0
lucky bear!,0
LOL,0
:P,0
thanks for the free lane snipe,0
:P,0
y la muerte,0
ouch,0
YEAHH,0
gg,0
gg,0
"The message is already in English: ""can you finish fast""",0
"""fuck, QoP""",0
"""You're dying(""",0
"""can't reach""",0
ff,0
finish mid,0
"""well played""",0
"""gg""",0
GG,0
"""Easy""",0
_I_,0
"""weak""",0
"""sorry, I didn't manage to click on you""",0
"""on cm bm haha""",0
comeback,0
"""easy""",0
"""I will get up""",0
"""Really?>""",0
YES,0
"""GO TO THE THRONE""",0
"""Well, I definitely""",0
AFK,0
kk,0
?,0
"""THROUGH BKB""",0
"""SAT DOESN'T WORK""",0
""")""",0
"""MINUTE""",0
HAHAHAHAHA,0
"""I couldn't reach, you idiot""",0
"""IT'S FUNNY""",0
"""annoyed""",0
),0
"""Blow it""",0
"""plz go mid and destroy it""",0
"""WHY THE FUCK ARE YOU DEFENDING""",0
"""sf bitch""",0
"""ARC""",0
"""the throne is exposed""",0
"""Bitch""",0
"""ARE YOU AN IDIOT?""",0
comeback,0
"""Are you serious?""",0
"""Oh no""",0
"""it seemed""",0
GG,0
"""Where from""",0
"""whore""",1
"""you are 13""",0
cheater,0
"""How many are in your party?""",0
"""Me and him""",0
2975,0
Freak,1
"""what 2800""",0
"""give 3k""",0
1488,0
MMR,0
"""how you fucking annoy with your dis""",0
"""the whole game""",0
"""I was getting fucked up""",0
gg,0
gg,0
GG,0
"""it's a sin not to beat up imbeciles""",1
easy,0
"""fucking 4k dog""",0
"""0k dog""",0
:DDD,0
Retard,1
"""losing double mid""",0
:DD,0
animal,0
run lil bitch,1
haha,0
dog,0
"""don't wait dogs""",0
loser retard,1
?,0
animal,0
"""clinkz do you remember me""",0
?,0
??,0
"""hey idiot""",0
"""we played the same match""",0
"""where are you retard""",1
you lost,0
"""Sorry, I don't speak 3k.""",0
"""call your daddy""",0
Okay,0
don't play Dota,1
"""dog shut the fuck up""",1
seriously,0
lowskilled,0
don't speak,0
"""you got destroyed in lane""",0
"""where you had""",0
ROFL,0
3 heroes,0
helping you,0
"""I raped your ass, retard.""",1
"""little bitch""",1
:laughing:,0
RETARD,1
bitch?,0
"lol you can't even time your razes with Eul's, 1k dog",0
hahahah,0
"""Why are you crying now?""",0
loser,0
"""you're the one crying since the beginning rofl""",0
"""you are a loser""",0
XD,0
XD,0
dog,0
clinkz,0
never learn,0
"""?""",0
"""I beat so many Medusas easily.""",0
"You were just lucky, I think. I cannot remember.",0
"""which one""",0
"""if you can, push fast""",0
"""I can AFK""",0
Where is my little bitch,1
don't go Roshan,0
come on,0
"""in cage""",0
"""I'm AFK""",0
"""go push please""",0
cmon man,0
gonna buy you a cookie,0
"""easy mid 1v3 by the way""",0
cookie,0
yeah,0
"""dusa, es and sf won you the game""",0
"""easy mid""",0
sf won,0
easy,0
travel,0
:D,0
he is a loser,0
he steals,0
"""my lane""",0
"""on middle""",0
"""dog shit""",0
man,0
"""don't push?""",0
"""I'm top 400""",0
:D:D,0
alksjdlaskdjsa,0
so?,0
I'm top 70,0
my dick,0
:D:D,0
"""17 min travel""",0
top 400,0
lol,0
tinker is a 3k dog,0
"""well played boys""",0
sorry for killing,0
:D,0
dogs will learn,0
"""nice baby""",0
hahaha,0
"""lol you aren't shit Shadow Fiend""",0
"""you changed the game""",0
so bad,0
Fucktard,1
"""What""",0
easiest mid of my life,0
"""tactic""",0
"""Shadow Fiend mid is feeding""",0
xD,0
gg wp,0
REPORT NOOBS,0
Aw,0
"""but slow farm""",0
"""?""",0
"""hello bot""",0
"""Well played""",0
"""so fucking noob""",1
"""just gg noob""",0
I don't care.,0
yeah,0
"""fuck my life""",0
"""an anal for disgust""",0
"""I told you""",0
"""That city is not worth it""",0
"""LC FOREST""",0
XD,0
"""fat dick learn to play""",0
"""WHAT VERSION ARE YOU ON?""",0
"""2.5?""",0
Haha,0
"""well at least""",0
2hp,0
"""MID SHIT""",0
....,0
"""MID .""",0
"""SAD USELESS""",0
gg,0
"""you piss me off""",0
"""marry him""",0
anyone hiring engineers?,0
report sf,0
"""O Captain! My Captain!""",0
captain don't worry about buying a spare mast,0
"""because I'm so fucking hard""",0
"""we can use my cock""",0
wow,0
"""janco likes poetry lol""",0
just trying to keep the troops happy,0
That was so beautiful.,0
"get some, son",0
gg,0
"""very good game""",0
gg no excuse,0
"[The message """" is a non-standard character or icon and does not have a direct translation to English.]",0
"""what a disgust, for god's sake""",0
"""shadow does nothing at all""",0
"""gg no more""",0
"""that can't be done""",0
"""can't even kill a dumbass alone""",0
"""gaga""",0
GIVE IT,0
REPORT SF AND PUDGE,0
be a bro,0
"""buyback to not feed rampage?""",0
way too late,0
leave my baby alone,0
"""Holy fuck, I got 35 assists.""",0
🎵,0
"""Slark has been working on Basher for 10 minutes lol """,0
"""worth?""",0
haha,0
lol,0
"""If I had picked Centaur we would have won, but he picks the fucking bitch.""",0
"""sf gets items when spectre is already fully equipped""",0
"""hahaha my sf is a piece of shit""",0
"""PUDGE WORSE""",0
gg,0
"""eat bitches""",0
hahaha,0
idiot Sand King,0
"""nice dis""",0
idiot,0
wait,0
party,0
yeah,0
hah,0
fuck lc,0
trip,0
"""haha jugg is a noob""",0
but i love you,0
gayt,0
idiot tinker,0
fire,0
I quit.,0
"""go quit""",0
hAHA,0
"""who is your team tank""",0
jug,0
"""he made Sange and Yasha, now he's making Manta""",0
nice,0
gg,0
commend me,0
easy,0
gg,0
gg,0
"""go leave please""",0
he is coming,0
please pause for Invoker,0
"""1 minute""",0
restarting router,0
"""shit""",0
"""wait""",0
"""toilet""",0
please,0
:D,0
Thank you.,0
"""this pugna""",0
is a fucking troll,0
"""in ranked""",0
"""such no-lifer""",0
"Fuck you, Pugna.",1
"""report all pugna please""",0
"""hope 1 month ban""",0
pugna is retarded,1
forfeit please,0
wow,0
I don't know how we won this.,0
He doesn't know.,0
"""see Pugna items""",0
no idea either,0
such shitty 'support',1
"""on morale""",0
"""ah fuck off""",0
hmm,0
"""what what will happen in bot lane I wonder""",0
"""find out in the next episode""",0
"""oh no dota""",0
"""shut up""",0
"""I muted you, little friend""",0
"""Yikes""",0
"""dude is badass""",0
"""finally finished this trash boost""",0
"""4k is a rotten bracket""",0
"""damn booster""",0
xd,0
"""demon's OP hero""",0
"""I finished the boost now""",0
"""if I end up with this account owner again""",0
"""because he was 2k""",0
#tip,0
"""Go f**k yourself""",1
"""Omnik, how are your nerves?)""",0
easy,0
"""And now?)""",0
Everything is fine.,0
"""Damn, you have so many stacks of big creeps here""",0
"""gonna take it now""",0
"""Take it""",0
"""CK, leave the stacks.""",0
please,0
"""Leave it""",0
dk,0
"""Don't take Roshan, you damn kids""",0
"""AY FUCK YOU BITCHES THIS IS MY NICK""",0
"""plus""",0
"""FOR DINNER""",0
"""Suck it, scrub""",0
"""plus""",0
"""You'll suck, you moron.""",0
"""shut up, cancer""",0
idiot,0
"""I'm not keeping quiet""",0
"""suck""",0
"""REPORT CANCER""",0
"""suck""",0
"""BUT YOU LOST""",0
"""noobs""",0
"""Loser""",0
"""are you a moron?))""",0
"""DID YOU BUY THE GAME A LONG TIME AGO?""",0
"""NOOB""",0
"""Damn""",0
almost,0
gg,0
"""why does Luna have a wand as her first item""",0
"""is that a thing vs Lone Druid""",0
"""Take him back""",0
"""dying from creeps""",0
nice,0
You guys can leave now : /,0
No punishment,0
"""no no no""",0
"""find Wyvern""",0
nice,0
"""Good bait""",0
n,0
"""where are you""",0
"""We'll come in an hour""",0
"""you don't pass at all""",0
"""I will come""",0
gg,0
"""hf"" translates to ""have fun"" in English.",0
"""idiot""",0
easy,0
"""FUCK YOU IDIOT""",1
fuck you all,0
pkoljhmyusdPH L;a[],0
What the fuck,0
"""you have 2 slots""",0
"""BUY DUST""",0
gg,0
gg,0
gg,0
"""Who?""",0
"""wow""",0
easy,0
"""your team""",0
"""you are such noobs""",0
"""won""",0
"""and what about the team""",0
"""Ahah""",0
"""it's a team game""",0
"""Or are you trying to say that no one helped you?""",0
"""went as 5""",0
"""fucking idiot""",0
well and,0
well,0
"""come on""",0
gg,0
gg,0
"""didn't even break a sweat""",0
"""ew""",0
LOL,0
HAHA CARRY,0
haha,0
We,0
ew,0
MORE SPACE PLS,0
manta dodge call,0
"Good game, Drow.",0
lol,0
"""we have a bad carry""",0
WEw,0
"""dude afk""",0
g,0
lol,0
HAHAHAHAHA,0
"""FUCKING AXE""",0
0_0,0
Gg,0
"""how's the mom, degenerate?""",0
Well played,0
lmao,0
"""hahaha""",0
xd,0
"The message """" is a special character or icon and does not have a direct translation to English.",0
"""no""",0
"""5 minutes left""",0
"""motherfucker""",0
"""when they can't win mid without help""",0
???,0
please,0
hahahahahaha,0
"""Lion tusk will be my bonus""",0
"The message """" is a symbol and does not have a direct translation to English.",0
"""your mid is more fail""",0
gay,0
was,0
"""easy off""",0
"""easy void""",0
"""ez void report""",0
"""WHY CHRONO ME""",0
gg,0
"""it was gg""",0
"""report void fucking noob""",0
Gg,0
"""psycho shit""",0
DDDD,0
xD,0
"""kaivgpshshchfknrzeghsh""",0
XD,0
))),0
OK,0
4k,0
"""but 5 star""",0
"""smells like a boosted shit""",0
:),0
"""tricked? xd""",0
),0
"""))""",0
DDDDDDDD,0
fireyireoytujty[k,0
nice hero))),0
"""you gonna lose anyway""",0
doesn't matter how many shitty mines you put down,0
""")""",0
"""27th minute Tinker 10k net worth""",0
LOL,0
please,0
"""techies your -25 mmr is coming :)""",0
:'(,0
"""pgkucshnrkegoshgzlgnzjgszhg""",0
BB,0
"Fuck you, Chaos Knight.",1
haha,0
noob,0
trash,0
"""if i have""",0
"""nice carry""",0
easy,0
"""your mom""",0
"""2k points""",0
"""you too""",0
"""get techies, get your -25 MMR""",0
never mind,0
"""you shit""",0
haha,0
"""yeah yeah""",0
"""write more""",0
ancient,0
5,0
2017,0
8,0
"Report Bloodseeker, thank you.",0
for what,0
"""for what?""",0
this team used everything on sven illusion,0
"""you first pick Terrorblade""",0
"""then you want to report Bloodseeker for losing""",0
yes,0
"""then you pick support""",0
"""not that we lose because of the TB pick#""",0
"""pick support""",0
"""and not core""",0
"""not too hard""",0
"""why is no one else farming""",0
8,0
"""how much damage""",0
"""let's see :D""",0
XD,0
oh come on :(,0
"""wanted to stack more""",0
gg wp,0
F*ck,0
