messages,labels
"Why are you feeding, you deserve to lose!",1
"Let's report Kunkka, please",1
"The game is already done, focus on objectives",0
"Great job sniping that kill, easy 10 minutes",0
I'm shocked my team is so bad wtf,1
"Nice plays everyone, we're getting the win",0
"I can't even lane, gg",0
Why you sucking mid so hard?,1
"Good game, let's win this 4x4",0
I hate this fucking game,1
"Sniper, like your skill",0
"Get your shit together, team",1
I think you should go offlane,0
YOU ARE FUCKING USELESS,1
"Easy mid, gg wp",0
can't even handle their mid? lol,1
gg wp team,0
wtf are u doing mid??,1
let's win this game,0
yo gimme some help bot,0
stop feeding u noob,1
"easy mid, gg",0
fucking report this guy,1
"good job, let's push",0
u can't even play,1
"nice one, keep it up",0
gg wp team!,0
YOU FUCKING SUCK NOOB,1
"Nice play, let's push mid!",0
"I can't believe this game, so bad",1
Report this guy pls,1
"Easy mid, like Sniper, gg",0
Why u feeding dude?,1
"I want to win, come on!",0
stop playing like shit Fiend,1
Great teamwork everyone!,0
"gg easy game, wp team",0
"wtf you doing mid, dude",1
I will give it my all next time,0
report this kunkka plz,1
can't even handle yourself,1
"good game, let's play again",0
are you fucking kidding me?,1
"Sniper like a god, gg",0
stop feeding and play safe,1
"I want to win, focus team!",0
I fucking hate this game,1
gg wp everyone,0
"mid is so easy, lol",0
can you fucking play properly?,1
want to win? then focus,0
"my team is shit, I swear",1
"help mid, they are pushing hard",0
"report please, this is bs",1
"you can't even last hit, lol",1
"nice game, let's play again",0
gg easy game,0
YOU ARE SO BAD,1
mid like a boss,0
can u help me?,0
get fucked noob,1
nice play team,0
fucking report player,1
I think we win?,0
you all suck,1
good job everyone,0
"I give you mid, go win?",0
"Stop feeding, you suck",1
This game is hard and fun,0
I can't believe you did that!,1
"report kunkka please, feeding again",1
"Good game team, see you next time",0
Fucking noob can't even lane,1
"Easy mid, ggwp everyone",0
"I want win, or just give up?",0
"Get good or get out, dude",1
"I'm sick of this fucking game, trash team",1
"gg wp everyone, nice game",0
"You can't even play mid, lol",1
I want win? Let's push mid,0
"Stop feeding, you deserve report lol",1
"Nice support, ty for the help!",0
"Yo, my ship, we got this",0
"I swear, you and your shit Fiend",1
"No worries, we can still win this!",0
Fucking learn to play or get out,1
lol gg ez game,0
I can't even with this team,1
"need help mid, pls",0
dude you're fucking useless,1
think we can win this,0
"stop feeding, report him",1
"nicely done guys, keep it up",0
I fucking hate this game,1
great play on that last gank,0
what are you doing? learn to play,1
gg wp team!,0
why u so bad dude,1
can we just play the game,0
fucking stop feeding mid,1
want to win?,0
shit game again lol,1
"plz help bot, thx",0
YOU ARE TRASH,1
nice save my dude,0
report pls kunkka,1
I give you mid Easy win?,0
fucking shit game done,1
"can't believe you like Sniper, lol",0
Get good or get off the lane,1
You are so easy to beat,1
"report please, this Kunkka",0
20 game minutes and we're already done,0
"YOU FUCK, what are you doing?",1
I think you and I need to win,0
"shit, Fiend and Shadow sucking",1
"I give up, your team sucks!",1
"Nice job team, let's keep it up!",0
Fucking game is hard!,1
Mid is easy like I said,0
You can't even play properly,1
Report the kunkka please,0
"I can't kill alone, need help",0
"Shit game, done with this",1
"Easy win, gg guys!",0
YOU ARE USELESS!,1
"gg guys, we did it!",0
I can't even with this team,1
"Easy game, mid was cake",0
"You fucking suck, get off lane",1
"Nice try, let's win next time",0
"You ARE trash, uninstall",1
We need help at mid pls,0
"Lol this game is done, surrender?",1
"Hey, want to go top?",0
"Get some skill, you noob",1
gg easy game,0
YOU FUCKING SUCK,1
mid is fun today,0
can't even play,1
easy win my team,0
fucking carry noob,1
give the lane pls,0
reported for feed,1
let's win guys,0
you are trash af,1
mid is for easy player?,0
I can't even with this team,1
get the game done already,0
YOU ARE TRASH BRO,1
I want to win this one,0
fucking done with this game,1
anyone wanna go mid and chill?,0
"Seriously, fuck this game",1
let's report Kunkka please,0
you're all shit lol,1
I told you this game is done,1
"Wp team, gg well played",0
I can't even believe this,0
"Mid was easy, lets push",0
"LOL, you can't even play",1
Please report the kunkka,0
Game fucking sucks sometimes,1
You deserve that win,0
"What a joke, you suck",1
"You know, I think we can win",0
gg easy game,0
You fucking suck at this game,1
"mid is mine, back off",1
can we focus on winning pls?,0
bro you can't even last hit lol,1
"nice plays team, let's keep it up",0
don't feed and we win,0
YOU ARE SO BAD OMG,1
let's push mid and finish,0
stop being a toxic player,1
you can't even kll alone lol,1
Just focus on game and win,0
fucking game sucks hard,1
easy mid like ggwp,0
"report plz, team's trash",1
I think we can still win,0
"what the heck, my ship!",0
YOU ARE SUCH A FUCKING idiot,1
"I want to win, come on",0
done with this shit game,1
gg EZ mid,0
can u help mid?,0
I can't even lol,1
y r u feeding?,1
nice play team!,0
wtf this game is hard,1
are we gonna win?,0
yo gg wp everyone,0
just report this guy,1
wow gg well played,0
"cant believe we lost, gg tho",0
yo mid is so easy lmao,0
"report pls, kunkka fed again",1
"get ur shit together, team",1
"lets just win, we got this",0
i think you fucking suck,1
"easy game, well played",0
"you can't even lane, lol",1
"give me the lane, i got it",0
done with this fucking game,1
pls report kunkka omg,1
ggwp team well played,0
mid easy game lmao,0
I can't believe u guys,0
wtf are you even doing,1
we need help on bot lane,0
game is fucking hard today,1
let's just win this game,0
fucking mid lane sucks,1
good job on the gank!,0
I can't even play with this shit team,1
can someone pls help mid?,0
20 minutes and game done lol,0
ur fucking lose because u suck,1
"gg easy game, let's win!",0
YOU FUCK ARE YOU DOING?,1
my team is so bad it's fucking unreal,1
report please this kunkka toxic,0
easy mid like a boss,0
why u give up already 20 mins in?,1
give me wards pls,0
fucking game is hard,1
can you help bot?,0
YOU FUCKING SUCK,1
let's win this one!,0
"get some skill, lol",1
mid is so easy,0
The game is done,0
I can't even with you,1
why report me?,1
"I can't do this alone, team help",0
"gg easy, get good next time",0
fucking game is so done,1
LOL you can't even play mid,1
"You need to learn how to play, dude",0
YOU ARE SO BAD WTF,1
"report please, this is unbearable",1
"nice teamplay, let's win this",0
"stop feeding like idiots, omg",1
"we got this, keep pushing!",0
"I think you suck, honestly.",1
"Game was fun, gg wp.",0
Fucking game is so hard.,1
"Easy mid, like I said.",0
You all deserve a win.,0
"Get good, noobs.",1
You can't even play right.,1
Report Kunkka please.,0
"I give up, too toxic here.",1
The game was done well.,0
I can't even with this game,0
"stop feeding, you fucking noob",1
report kunkka please,0
"wtf, I want to win",1
gg mid is easy,0
"fucking hell, this is hard",1
think you can help top lane?,0
you deserve every loss,1
"nice play there, Sniper",0
"get your shit together, dog",1
"that game was intense, good team play!",0
I cant believe my team fed like noobs,1
"mid is too easy, gg wp",0
stop sucking and play the game,1
you are honestly the best support,0
fucking game is hard when you're bad!,1
"easy win, gg everyone",0
"why do you even play, you suck",1
"let's focus and win, guys",0
"you deserve the report, trash player",1
I get easy game lol,0
fucking can't even play this game,1
want to win? play better!,0
mid is soo easy like wtf,0
YOU ARE THE SHIT!,1
can't believe this shit lol,1
let's beat them game done,0
YOU FUCKING SUCK,1
just focus and we win,0
please report this noob,1
gg wp,0
I hate this fucking game,1
"Nice mid bro, ez game",0
Get off my lane you,1
well played team,0
Why you feed like that,1
You wanna win? play better,0
"stop blaming others, play your game",0
can't believe we're losing to these,1
"You all suck, ruining the game",1
I'm done with this fucking game,1
"Great game, we did well team",0
Can you even play mid?,1
"Let's win this one, guys!",0
YOU FUCKING SUCK!,1
The message is clear: gg,0
"lol, you got rekt in 20 minutes",1
"Report Kunkka, please",1
Give me mid or feed,1
"Easy win, good job all",0
"I give ggwp, nice plays",0
YOU FUCKING kidding me?,1
I can't believe this game,0
What a fucking player?,1
"You deserve this win, wp",0
"report kunkka, please",1
can't even play mid lol,0
"nice game, done in 20",0
I hate how YOU play,1
"skill maxed, get good",0
I give up on this game,0
YOU ARE SO FUCKING BAD,1
"mid is easy, just like usual",0
can we report kunkka please,0
stop feeding you piece of shit,1
And I get the fucking blame?,1
"what's the plan, you guys?",0
You deserve the loss tbh,1
This is a game done well,0
I think I want to win?,0
"I can't even with you guys, report please",1
"you, let's win this game",0
fucking game is done after 20,1
want to win? go mid,0
"If you get mid, gg",0
know your role and stop sucking,1
"we need to report this guy, lol",0
Why the fuck did you go alone?,1
"nice play, let's win",0
"gg, easy game",0
"yo team, gank mid plz",0
fucking game is done,1
anyone want to win this?,0
can't even lane with u idiots,1
"gg, easy win guys",0
"lol, Shadow Fiend is shit",1
You ARE FUCKING useless,1
my team is f***ing great,0
report kunkka pls,1
Think I give a fuck?,1
get mid and win haha,0
I fucking hate this game,1
You want to play Sniper?,0
can't even kill alone lol,1
my team is f***ing trash,1
"easy win, nice job guys!",0
You FUCKING ARE BAD,1
let's report pls,0
give them and win?,0
don't be a dick you,1
gg wp everyone!,0
stop feeding you dumbass,1
I think we can still win?,0
fucking game is hard,1
mid like player?,0
you can't even kill alone,1
my team so bad lol,1
need help at this lane,0
report please,0
where's the team? afk?!,1
"gg guys, well played!",0
yo mid is ez game,0
"stop feeding, seriously!",1
y'all are fucking useless,1
anyone wanna gank bot?,0
"this game is done, ff",0
I hate losing like this,1
"let's win this, team!",0
can't believe u did that,1
"nice play, keep it up",0
gg wp team,0
u guys want 2 win?,0
this game is fucking hard,1
can't even win lane,1
I know u can do it,0
mid is easy for me tonight,0
you are fucking trash,1
The game was lost already,0
report this Shadow Fiend pls,0
YOU ARE SO BAD,1
I think you should report kunkka,0
can't even win this shit game,1
"you, fed Sniper like a dog",1
gg we can win this easy,0
fucking done with you idiots,1
20 mins in and game is done,0
come mid it's super easy,0
YOU FUCK ARE doin?,1
let's just play and win,0
stop playing like a fucking noob,1
gg wp team,0
I can't even with this game,1
Let's win guys!,0
Fucking hate you all,1
mid or feed,1
game was easy!,0
I think you deserve report,1
"Well played, you all did great!",0
stop feeding omg,1
"nice teamwork, let's push mid",0
"I guess we give up, GG",0
Why are you sucking so bad?,1
Who wants to go mid?,0
"Stop feeding, you absolute joke",1
"Great game, let's win the next one!",0
Get good or get lost,1
"Nice teamwork, keep it up",0
You're a fucking disaster,1
Can anyone help mid lane?,0
I'm tired of this shit game,1
give me that win pls,0
fucking game is done,1
gg wp guys,0
you fucking suck I swear,1
"mid is easy, like Sniper",0
report kunkka please,1
can't even play this game,1
want to win? let's do it,0
lol this game is jokes,0
YOU ARE SO BAD,1
I think this game's done lol,0
You fucking suck and you know it,1
Mid is so easy with Sniper lol,0
"Get a life, you always feed",1
Want to win? Focus team,0
"Can't even kill alone, lmao",0
"Just beat you, easy peasy",0
"The game is done, gg all",0
YOU ARE A FUCK LOL,1
"Report this dude, please",0
fucking game dude,1
mid is easy gg,0
report kunkka please,0
you can't even win,1
I want to win,0
YOU ARE SO BAD,1
beat them easy mid,0
stop feeding you,1
game almost done,0
lol you lost,1
you fucking suck this game,1
GG well played team!,0
can't even play mid properly lol,1
"The game was fun, let's queue again",0
fucking report this kunkka please,1
you want to win or feed?,0
"me and you carried hard, good job",0
stop feeding you idiot,1
mid was too easy like always,0
fuck you and your trash play,1
"u guys are doing great, keep it up!",0
fucking game is so done wtf,1
can i get some help mid pls?,0
YOU ARE FUCKING USELESS OMG,1
does anyone want to win?,0
report the kunkka please,0
my team is f***ing trash,1
"we got this boys, easy game",0
I think you give too many fucks lol,1
"can't believe we won, gg!",0
Can someone help mid??,0
I hate this fucking game,1
GG we got this!,0
"Why u feeding, dude?",1
ez game ez life,0
Report Kunkka please,1
Nice play team!,0
YOU FUCKING SUCK,1
Need wards guys,0
I'm done with this shit team,1
"I think we're doing well, let's keep it up!",0
"yo, I can't even with this game, fucking hard",1
"mid is easy, let's push like we planned",0
"give it a rest, I don't want to lane with you",1
"what a game, you deserve a win!",0
"get your shit together, stop feeding",1
"The game is almost done, gg everyone",0
"fuck this, I can't handle you anymore",1
"report that guy, please",0
"lol, I can't believe we lost in 20",1
I'm done with this game lol,0
I want win? Give mid,0
"You can't even lane, so bad",1
You ARE FUCKING useless,1
Please report kunkka,0
Easy mid like player?,0
"Stop feeding, you suck",1
I think you speak shit,1
gg nice team play,0
My team is f***ing done,1
"gg, let's win this!",0
You fucking suck at this game,1
"Can you help mid, please?",0
"Report this kid, please",1
"I think you did great, WP",0
Fucking noob feed!,1
"Nice play top, keep it up!",0
"Dude, just farm and shut up",1
"Easy game, let's push",0
"You're trash, uninstall",1
"yo team, let's get the mid easy!",0
"this game is fucking done, I cant even",1
"nice try you guys, gg wp",0
fuck you and your fucked up plays,1
"just need to win, give it all",0
"LOL, you fucking fed the Fiend again",1
"mid player like sniper, gg ez",0
"report kunkka pls, so toxic",1
I know the game is hard but stay calm,0
you can't even play good without feeding,1
"gg team, nice plays",0
"can't believe my team, lol",0
"YOURE SO BAD, just quit",1
"amazing skills mid, wp!",0
"report this dude, so toxic",1
"good game, let's do it again",0
fucking noob feeder,1
"easy mid, but gg all",0
stop being a shit player,1
let’s win next one guys,0
I'm done with this fucking game,1
gg wp team!,0
Lol u can't even kill alone,1
Hey can I get help mid?,0
You deserve a report for this,1
"bro just focus, we can win",0
"stop feeding, think about the game",1
"nice play, let's push mid",0
yo wat a waste of time,1
let's defend and win this,0
"ggwp team, nice work",0
"stop feeding, fucking idiot",1
I can't even carry you all,1
"let's win this game, focus mid!",0
"We need wards, come on guys",0
"You are so bad, uninstall pls",1
"mid is easy, let's gank more",0
"report this troll, ruining the game",1
"gotta love team play, GG",0
"fucking report, I hate this",1
gg wp everyone!,0
I can't believe this game fucking sucks,1
"Please report kunkka, toxic player",1
yo mid is easy lol,0
"you, fed too much omg",1
"Let's win this one, team!",0
Why r you always feeding?,1
"Nice gank, got the kill!",0
stop crying and play the game,1
I think we can win this,0
"Dude, just report him lol",0
Fucking game man,1
"Hey, you want to win?",0
I can't even with this shit,1
Let's hit mid easy,0
"You are so bad, omg",1
help lane pls,0
I'll give you a chance,0
Nice game everyone,0
YOU ARE FUCKING USELESS,1
gg ez,0
fucking noob team,1
I think we can win?,0
mid like a pro,0
"get gud, you're shit",1
you wanna report please,0
lol nice try,0
can't even play,1
stop feeding you idiot,1
easy game let's go,0
I think I want to win?,0
Fucking game is so hard!,1
"gg team, we got this",0
You ARE FUCKING BAD,1
"get on the ship, it's easy",0
I can't even with this,1
"The game is done, 20 mins in",0
f***ing mid like a pro,1
give me a good lane,0
"lol, you fed Shadow Fiend",1
I'm done with this fucking game,1
can you help mid?,0
"gg guys, well played",0
I ask you to play safe lane,1
want win? play better!,0
report this kunkka please,1
You can't even last hit lol,1
We can win if we push mid!,0
"stop feeding, play smart",1
"nice one, keep it up!",0
I hate this fucking game,1
"gg guys, wp",0
you can't even play mid,1
please report this noob,1
let's win this!,0
I'm done with you,1
can you help top lane?,0
lol this is easy mid,0
f***ing worst game ever,1
"nice team effort, keep it up",0
"you are amazing, keep it up!",0
Just report this troll,1
Can't even win a 20 min game lol,1
gg that was a fun game,0
stop feeding and play the game,1
"nice moves, like a pro player!",0
you're the reason we lose,1
"mid lane is easy, you got this",0
fucking useless team,1
"good job, teamwork OP!",0
"OMG, you guys are awesome!",0
This fucking game sux,1
"Need help mid, pls",0
Why u feeding?! Ugh,1
GG WP everyone,0
"Can't believe we lost, tough game",0
"Ur so bad, uninstall!",1
"Nice teamfight, well played",0
"Stop KS, dude",1
Let's push mid and win?,0
"gg wp, nice moves team",0
You deserve that lose lol,1
"What a game, let's do it again!",0
I can't believe you fed mid,1
"mid is easy, just like I said",0
"stop sucking, you dick",1
"Let's win this one, give it our all",0
fucking game is so done with you,1
"report kunkka please, thanks",0
YOU ARE A FUCKING NOOB,1
"Damn, get mid easy win",0
"YOU ARE SO BAD, FUCK",1
I can't even believe this game,0
"Shit team, can't win",1
"Easy game bro, gg",0
Give up and stop feeding,1
Need help top lane!,0
"What you doing mid, play safe",0
"You're fucking useless, report",1
Let's focus and win this,0
I get it's easy.,0
Fucking game sucks hard.,1
You can't even play alone lol.,1
I want to win? Play like it!,0
"Report Kunkka, please.",0
You deserve a better team.,0
Mid is so easy this game.,0
"You're fucking done, man.",1
I know you can't handle offlane.,1
"Let's win, I'm ready!",0
gg easy,0
get good lol,0
fucking game is so done,1
"I can't save you, dude",0
The message is English.,0
"Fuck you mid, I own",1
report kunkka please,0
I hate this fucking team,1
You can't even last hit,0
I'm done with you noobs,1
yo team we got this,0
fucking game is hard,1
can u pls help mid,0
I can't even right now,1
"easy win, go team!",0
"where's the lane, you?",1
"I give up, done with this",1
want to win? plz focus,0
lol 10 minutes in,0
YOU ARE SO BAD,1
I can't believe how good this game is!,0
You fucking suck at this game,1
Can someone help mid?,0
"Get your shit together, Fiend",1
"You, lol 10 minutes wasted",1
I want to win? Play smart!,0
"Fuck, you can't even play",1
"Easy win, good team",0
"mid like Sniper, gg",0
"Yo, report kunkka please",1
I'm done with this game,1
Can we get some help mid?,0
report kunkka please,0
YOU FUCKING SUCK,1
Let's win this game!,0
I can't even,1
"easy mid, like usual",0
Why you fucking around?,1
"Nice play, my team is great",0
you deserve to lose,1
gg wp team!,0
"fucking game, I hate this",1
can we get some help mid?,0
I can't believe you did that,1
"easy game, mid was a breeze",0
YOU ARE SO BAD LOL,1
"please report him, he's throwing",0
You want to win or what?,0
"What a joke, learn to play",1
I think we can still win this,0
I can't believe this game is so fucking easy,1
"Let's win this game, team!",0
"Guys, help mid please",0
"YOU ARE TRASH, FUCKING FEEDER!",1
done with these fucking scrubs,1
"Hey, great job on that lane!",0
"report kunkka, please",1
I think we can win? Let's keep pushing.,0
my team is f***ing useless,1
"you're awesome, love that play",0
I don't even know how to play this game,0
YOU ALL ARE SO BAD OMG,1
"need help mid, plz",0
fucking game is so done,1
I think I want to win?,0
stop feeding my lane you idiot,1
"gg, nice team effort guys",0
"what a shit play, report Fiend",1
"you guys rock, let's push",0
can't even handle a simple push smh,1
gg wp everyone,0
what the fuck you doing mid,1
"nice game, let's do it again",0
can you just stop feeding,1
need help at top lane pls,0
you can't even play this game,1
"we got this, just push mid",0
fucking report kunkka please,1
great job! keep it up team!,0
fuck off and uninstall,1
GG nice game guys,0
"I can't believe this game, so bad",1
"You all did great, let's win!",0
"Just get mid, easy win",0
This fucking game is so hard,1
"My team is f***ing useless, report",1
Let's focus and win this,0
"You can't even play, lol",1
"Nice teamwork there, well done",0
"I hate you all, uninstall",1
gg wp team,0
fucking game too hard,1
can u help mid plz?,0
I swear this game is trash,1
get easy win guys,0
YOU ARE SO BAD,1
report pls ursa,0
haha ez mid,0
stop feeding you idiot,1
love this team play!,0
"you can't even play, lol",1
I'm done with this game,0
mid player? like wtf,1
gg nice game everyone,0
want win? get good,1
can we get some help please,0
fucking Sniper mid is hard,1
I think we actually did well,0
YOU ARE SO BAD!!,1
report kunkka please,0
"I can't even kill alone, so gg",0
"fuck this game, it's done",1
"easy mid, let's win?",0
and I think you suck,1
"game was 20 mins long, too easy",0
I KNOW YOU ARE A NOOB,1
"report Kunkka, please",0
you and your fucking lane,1
lol 10 minutes in and gg,0
just get the easy win,0
I want win?,0
YOU ARE FUCKING USELESS,1
mid easy gg guys,0
can't even kill lol,1
report please lol,0
fucking game hard,1
The message is clear,0
give me the mid,0
stop fucking feeding,1
good game well played,0
"gg ez, mid was a walk in the park",0
"fucking game, can't believe this shit",1
can we pls report kunkka?,0
"yo, you fucking suck, I mean it",1
"easy win, sniper player here",0
"YOU ARE A JOKE, WHAT A FUCKING MESS",1
"nice, keep up the good work team",0
"report pls, I'm done with this",0
"you're shit, lol just uninstall",1
want to win? get mid next time,0
I think it's time to win,0
YOU FUCKING ARE TRASH,1
gg wp team,0
mid easy just like yesterday,0
"you, stop feeding ffs",1
game is so fun when we win,0
"report please, Kunkka",0
I can't even with this game,1
let's get the easy win,0
"you fucking suck, I hate you",1
I can't even handle this game,1
"gg wp team, nice job",0
can we get some help mid?,0
you just fucking feed,1
I want to win this game,0
stop being toxic dude,0
what the fuck are you doing?,1
"mid is easy, no problem",0
"report that fucking kunkka, please",1
"nice play, that was fun",0
can't even play lol,0
I can't believe this fucking game,1
gg wp everyone,0
YOU ARE SO BAD,1
mid is easy,0
just want to win,0
"I give up, fucking done",1
hell of a game guys,0
you think you can report me?,1
Nice teamwork,0
gg guys well played,0
I can't believe you fed again,1
Let's win this game,0
fucking useless team,1
mid is easy for me,0
OMG can you even play?,1
Nice job on that gank,0
You legit suck at this,1
we got this game team,0
stop fucking feeding,1
gg wp guys! next?,0
you can't even play lol,1
"easy mid, like wow",0
"wtf you doing, report pls",1
"I want to win, push!",0
fucking noobs in this game,1
The game was over at 20 mins,0
YOU ARE SO BAD OMG,1
let's just try and win,0
get good or get lost,1
