sentences,labels
"got divine"".I don't believe they caught me there.""how this can happen?",-1  
"I’ll cover bottom while you guys push top. Nice stun, keep harassing their Luna.",1  
You're a useless support.Can't even ward properly.stop whining and git gud,-1  
Ward there.You wanna rush Rosh after this tower?Be careful top.,1  
The message would directly improve The English.if I saw another one.like I mentioned,1  
Can someone check Roshan?Let's defend the tower next.I'll buy wards next round.,1
mid is a disaster because of you.guess ranked is too much for some people,-1
You all need to uninstall if you think this is how Dota is played. Absolutely disgraceful performance.,-1  
Focus on objectives. We need vision in their jungle. Good luck.,1  
"OMG, you guys are so bad. I can't carry this team alone!",-1  
"""report this Luna.baited all game.you fucked it.we lost because of you""",-1  
guys back off!they’re closing in.regroup high ground.,1  
I can't believe this team. Why even pick that hero? Just uninstall already. You're too bad.,-1  
"Thanks for covering top while I farmed.no wasted time on that tower, great job.look out for backdoors, everyone",1
"Nice denies Invoker, keep the pressure mid. I’ll rotate after farming",1  
"Great teamwork, everyone. Keep it up! Push bottom after we secure the next tower. Awesome combo on Luna, well done! Keep warding the jungle.",1  
"great job so far team.if you can go mid, i'll take top.are we warding?let's push top after we get roshan",1
I'll stack the camp. You can take the next wave. Remember to ward. Looking good!,1  
"Stop getting caught solo, morons. How hard is it to group up? You’re wasting my time here",-1  
"You're doing great, guys. Let's focus on objectives. Someone ward top, please. Watch out for ganks. We're ahead in gold, let's keep it up. Good vibes.",1  
"Good rotation, we're controlling the game well. Let's regroup and take top barracks next",1  
You guys are the worst. Why even bother playing if you're this bad? Pathetic team.,-1  
Here we go again with your stupid mistakes.Can't you just play safe for once?,-1  
"""Good job guys"", that was perfect timing. ""Mid is ours now."" Keep it up.",1  
"push mid after this creep wave.they have vision here, careful.need wards in river.we got this team",1  
"GGWP, let’s queue up as a party next match. It was great playing with you all. ",1  
fucking void what are you doing?just farm and don't die again,-1
YOU ARE SUCH A JOKE.This game is unwinnable with you.report this clown,-1  
"Good game plan, let's stick to it.I like the way ""you're playing"".Let's win this boys",1  
nice try team.we did our best.need to improve last hits,1  
That Eul's was on point!Let's focus Luna next.I''ll deward around mid,1  
"Good teamwork, everyone. Let's keep the pressure up. I'll handle wards.",1  
Thanks for saving me. You're the best support! Let's hit top tower next. GG all!,1  
let’s go push bot lane after clearing jungle.I'll deward.,1  
"Nice game so far.Keep up the warding, we can control the map.""If you’re low, heal and regroup.",1
The message translation direct English. is a very interesting topic.,1  
nice try but that was a total disaster.would be great if you could actually help.,-1  
nice teamwork let's do it again.hold tower I'm tp'ing back this game is ours,1  
"If that was your plan, then gg. I can't believe they picked you. Keep dreaming, loser.",-1  
Nice ulti dude!Let's pick off their carry and push the bottom tower.Stick together!,1  
can you just do your job.stop feeding like a noob.we're losing because of you.,-1  
"great stuns, Lion! we can win if we stick together.need a smoke for gank",1  
can we focus on objectives please?. we can win if we play smart. nice save on the courier. I'll ward top now,1  
"""where's the damage you promised us.you're useless this game""",-1  
"Dude, why are you feeding? Such a noob move. If you can't play, just leave. Seriously, WTF.",-1  
"OMG, can you stop dying already?! You're making it a 4v6. This is ridiculous, just stop feeding!",-1  
"""how did you"" miss that stun?.you keep feeding bot.CM is useless this game.""fucking report"" her.",-1
look alive! someone's trying to gank bot.get back and we can regroup.great synergy today,1  
"OMG, stop KS'ing all the kills! You're making it impossible to farm!",-1  
awesome double kill!let's keep this momentum up.we can win this for sure,1
"Mid is clear, go for it.I have a smoke, who's ready?",1  
"If we hold top, I can ward dragon pit. Keep an eye on cooldowns. Well done on the last fight, nice escape. Let's stay chill and focused.",1  
"YOU ARE SUCH A NOOB. go farm jungle if you can't play. fuck, why am I stuck with losers",-1  
Great job with that gank! Let's keep the pressure on mid. Watch out for incoming smokes.,1  
epic save last game.nice teamwork.let's do it again.ward jungle please,1
"Seriously, you think you can carry? Could you stop feeding already? This game is a mess because of you, idiot!",-1  
thanks for healing me.let's take their rax.bot lane needs defense.GG,1  
"Keep the wards up. I'm going to stack camps. Let's finish strong. Nice ulti, by the way.",1  
"Push mid tower now. I'm ready for a team fight. If we play smart, we can take the lead. Defend top after. Well played, keep it up!",1  
"Yeah, blame me for everything.You're the one feeding nonstop, genius.",-1  
"It's all your fault we lost mid. Seriously, do you even know how to last hit? Switch lanes or we lose.",-1  
"Learn to play, dude. Just report this guy please. What a waste of a slot.",-1  
we're on fire keep the lanes pushed.let's rosh after kill,1
Great teamwork! Let’s hold and push high ground together. Good positioning on last fight. Keep it up.,1  
"""how did you miss that last hit?such a noob play.report please""",-1  
"lane's over.why no support here?feeders all around, really great!",-1  
"""why die?"" always this happens with you guys.time to practice more.",1  
great teamwork guys.let's group and take the tower.nice save there,1  
What a game.good luck next.i’ll support again.you’re a great team!,1  
"Wow, you guys are trash. Please uninstall. Stop feeding. Why even queue if you're this bad?",-1  
stop losing your lane. why are you even playing. report you noob,-1  
The mid lane was tough.need help with top.we should defend tower now.wait for the respawn,1  
why are you feeding dude?get it together.we can’t carry you forever.I'm not here to babysit,-1  
amazing synergy team.I'll go deward their jungle.keep pressure on mid.,1
"Oh, look who's mad. Maybe stop 1k MMR strats and actually contribute. Pathetic, really.",-1
"Watch out for missing mid. I'll help top soon. Nice play, Luna.",1  
"Amazing teamwork, let's keep it up! Push while they're down. I can TP bot to defend.",1  
I can't believe how bad you are.stop dying alone.always out of position.just quit already,-1  
"GJ on the ganks, guys. Let's take towers next. Careful bot, someone's missing.",1  
"""you’re such a noob, go uninstall.fucking useless.can’t you last hit?",-1  
nice gank there. keep it up. we're controlling the map. let's proceed,1  
can we focus on objectives instead of kills?.good game so far,1  
"Let's roam as a team after next creep wave. We need more vision in their jungle. I have dust for their invis. I'll back you up, just ping me.",1  
"Mid open. No one goes there, right? Just leave it. Idiots everywhere.",-1  
This is such a mess. I’m not stuck in a 1k game for this. Would you even try to win? Report and move on. So frustrating.,-1  
good rotations everyone.let's keep the map control.defend mid while I'm dead,1  
the English: say I should push top.message The translation is I defend bottom,1  
"Why didn't you ward? You're the reason we're losing. Report everyone, they're hopeless.",-1  
Seriously? Can you stop feeding already? You're making this lose. SUCH A JOKE!,-1  
"ward the jungle so we can farm safely.I've got a smoke, let's group.and don't forget to watch for rotations",1  
Honestly just report Invoker.He’s been AFK the whole time.Doesn’t even care about the game,-1  
"Dude, can you not feed!?! You're such a noob, always taking my farm. Are you even trying?!",-1  
You guys did well. Glad to be in this team. Let’s group up for next fight. We can win this one,1  
wtf are you doing? learn to play. can't believe this team is so bad.,-1  
"""how the fuck are you so bad.what a joke.report this feeder""",-1  
do something useful for once.send help bot I need it,-1  
"Why do you keep feeding? You're such a noob. Report this trash player already, so annoying.",-1  
I can't believe you're this bad. Just uninstall now. How are you even in this tier?,-1  
"You're such a troll, throwing the game like this. It's like you're playing against us. Report this noob",-1  
"GG WP. Great teamwork. Awesome hooks, Pudge. Keep it up! Let's secure top tower next.",1  
ward the river. keep an eye on their carry. let's fight around Roshan. nice play bot,1  
"Why do you even play?You're a fucking joke.Can't even last hit.Keep feeding, noob.Shameful performance from you.",-1  
"I’ve got wards, will place them around Roshan. Let’s farm safely and avoid unnecessary fights. Good job all!",1  
"Lost? ""Go fuck"" yourself"" with that nonsense. Can't ""believe you"" think we're a team, LOL.",-1  
nice hook Pudge!let's go mid and push.they won't expect it.right after this creep wave,1
"great stun, we can kill with this.let's tower dive, they're weak.don't forget to fall back after",1  
"Well played team, let's group up and push. Great job with the wards. Keep it up guys.",1  
"Push the mid lane now, we can take the tower. I have sentries, going to place them near Rosh pit. GG",1  
someone needs to gank mid.you're seriously overextending and throwing.already muted you for being useless,-1  
"If you don't stop feeding, I'm reporting.We literally lost because of your stupidity.Play some bot matches before coming online.",-1  
"""how this"" fight is going well.We need to focus more on objectives.Let's smoke gank top",1  
come on team let's push top.i'll ward the river.try to protect our carry.,1  
"Ultimate is ready. Let's combo after Roshan. I have smoke, let's surprise them.",1  
"ffs, you guys are trash. just pushing lanes without wards is dumb. how do you expect to win?",-1  
Great teamwork guys.Let’s take the Roshan after we defend the top lane.Remember to ward the jungle please.,1  
"gg team, let's take mid next.time to rush Roshan!""easy win guys.",1  
nice racks push there!let’s hold and finish this.game should be ours soon.,1  
"nice stun, Lion.pulling the ancient stack right now.we can win this, believe in ourselves.",1
"let’s keep communication up.but if, I can rotate to mid.we need more vision across the map",1  
nice move top.you guys rock!! let's keep up the pressure mid!,1
"""How this noob got past 1k MMR?""If you go mid, we're done for.",-1  
You ARE SUCH a fucking garbage player. REPORT this idiot. I'm done trying with you guys.,-1  
"""Fuck, I can’t believe you missed that stun.stop wasting your skills on nothing",-1  
"This one's in the bag for sure!Great rotations, keep it up.Thanks for saving me back there.",1  
great teamwork guys.keep up the pressure.are we going for Roshan next?,1  
"""How is this noob still alive?""give me a break.you’re such a troll.just report him.",-1  
Can't believe we're losing this.You're all useless!I can't carry this alone.Stop being noobs!,-1
"awesome combo, let's do it again.need more wards top",1  
"Well played team, let's keep up the pressure. If we group, we can win for sure.",1  
can we contest their jungle?let’s play safe till 20 mins.I'll deward Roshan area,1  
Stop feeding and try not to die so often. How are we supposed to win like this?,-1  
"ward the jungle.if they rush rosh, we need vision.I'll focus on carrying with Luna.",1  
"Why do you always dive like that?Just group up, or we’ll keep losing.No one listens here.",-1  
amazing play guys.i like this game with you all.we can turn this around.let's focus on objectives,1  
"""Fucking noob team! ""Go uninstall. ""You're so bad! I'm reporting all of you! ""What a joke!",-1
"good job with the ult, really turned the fight.thank you for the save there!",1  
"nice gank bottom.if anyone needs help, just ping me.easy game so far",1
"Great teamwork on that last fight! If we hold high ground, we can win this easily",1  
"can we focus mid please.impressive teamwork, guys.keep going for objectives.",1  
"Hey, great teamwork there! Let's rotate top and pressure their tower. Does anyone need a Tango? ",1
"Wow, feeding again I see.Can't you just stop dying already?Noob team, this game is lost.",-1  
gg wp team.let's secure Roshan next time.I'll ward jungle.please buy more smokes ,1  
"ward here. fall back if low. we're doing fine, just play safe for now.",1  
"Let's take Roshan after the next team fight. Solid plays so far, watch for ganks. Nice one, carry!",1  
"If you can't play, just don't queue. Thanks for ruining my game. Unbelievable.",-1  
"I saw that. Great play top. Can we gank mid? We are doing well, keep it up. Nice save, Rubick. Let's push together after Rosh.",1  
I'll ward the river. Let's play safe until late game. You all are doing great,1  
push your lane.stop feeding like a moron.I can't carry you all,-1  
Playing safe makes such a difference.Good job on the last fight.Push mid together.,1  
Why are you always alone? Stick with the team. We need YOU ,-1  
Are you kidding me? Why would you dive like that? You're the reason we're losing,-1  
Can we focus on objectives? Great rotations by everyone. Let's keep this tempo up!,1  
Nice coordination!I think we should focus on objectives now.,1  
"Let’s coordinate our ultimates. We can do this if we stick together, guys.",1  
"You ARE SUCH a waste of space. FUCK this, why even bother? Take mid if you think you're so good.",-1  
amazing coordination team!let's focus on pushing top next.ward by Roshan for vision,1  
"nice block Earthshaker! I’ll cover top lane while you rotate. don't forget wards, they're key.",1  
Really?another stupid move.great to know I'm teamed with complete idiots.reported,-1  
you guys are great. let's take top. ward river please. nice job on that kill,1  
keep feeding and see what happens.they're gonna snowball,-1  
thanks for the save back there!I owe you one.let's go for the tower now,1
get the invis rune.I'll TP mid to help.don’t forget to deward around the river,1  
"Mid needs a ward, please. If we take Roshan, it's an easy win. Let's go team!",1  
"""You're terrible!Why are you even playing this game?""If you would just listen, we could win!",-1  
Can you stop feeding? You're making this game hard.Play like that again and I'll report you.You can't handle this.,-1
"Come on, you noobs, what the hell was that?learn to play or just quit.games like this are why I'm stuck here.relax already, huh?",-1  
I can't believe the lag. Why am I the only one trying to win here?,-1  
Why do you keep blaming others? You're not even trying. Just uninstall already. Fucking useless teammates every game. ,-1
"Wow, I can't even. Why you feeding, bro? Don't you know how to lane? It's like playing with bots sometimes. Fuck this game.",-1
"Fucking useless team.I can't believe we're losing because YOU can't play.Report and uninstall, please.",-1  
please ward the jungle.we can catch them off-guard there and push,1
"Invoker, you're such a noob.Stop feeding and play like you mean it.Come on!",-1  
"Let's rethink our strategy. Group mid and push. Good luck, team!",1  
fucking useless teammates cant win games with you morons.what a waste of time.,-1  
"gg well played team.we should focus on objectives.stay grouped and let's control the runes.also, please ward the jungle",1
We lost mid because of you. Why did you pick that hero? It's so bad. GG.,-1  
"You think you're good? I've seen rocks that play better. Stick to farming creeps, noob.",-1  
come on guys listen.don’t group up like that.you're throwing,-1  
"seriously? you're just ruining the game! I can't believe you'd play like this. report this noob, guys.",-1  
why do I always get feeders?FUCKING learn to play.your positioning is trash,-1
"Amazing coordination, guys.Nice timing on the ult.""Let's try to go for Roshan now.",1
"Let’s focus on farming until mid game and then push as a team. Everyone buy wards, please.",1  
"""Why you keep dying? You're feeding them. Just play safe and stop messing up.",-1  
"GG, you’re all a bunch of clowns ruining the game. I bet you’re all like 1k MMR players. Insane.",-1  
"How did you die? Seriously, stop feeding or we lose.Report this noob, such a bad player.",-1  
"Great call on the Roshan! I didn't see that coming. ""I gotta commend you""",1  
"fucking report this guy.get some kills, you're useless",-1  
"Hey, guys, watch out for smoke gank. I’ll go stack the jungle. If we can stall them, we'll out-carry late game. Good patience, team!",1  
"""If you guys keep farming jungle, we'll never win.those easy kills you missed cost us the game.noob"" incognito",-1  
"Push bot after next wave. We need to secure the tower. Group up, we're doing well team. Keep it up!",1  
"Can you support? We need wards. Great stun back there, saved us big time. Let's win this.",1
Well played team.let’s focus on objectives and not chase too hard.assist me top,1  
great job let's win this together.I'll ward gonna TP bot.pressure high ground dudes,1  
can't believe I got this team.you're all terrible.I'm done with you,-1  
"I can't stand players like you.just report and move on,get better please",-1
I need some help top.don't push without vision.they have wards everywhere,1
"nice gank on top, well played.let's try to push the advantage.we should roshan after a pickoff.want me to buy a smoke?",1  
"""Mid"" is already lost because of you. I want to win, not babysit.",-1  
"Good farming, keep it up. We have map control now. Watch out for ganks. Great teamwork, let's push.",1  
Great teamwork!Let's try this again tomorrow.Good game everyone.,1  
"Nice one team, we've got this. Let's focus on objectives. Can someone ward top? Good luck everyone!",1  
"we have this, guys!just keep defending.wait for Luna’s items, then push.",1  
"I'll ward the river area.If you need mana, let me know. ""Let's focus on objectives and win this!",1
gg everyone well played.next time we can try trilane.learn from this experience,1  
"Great job team, loving the synergy.I can ward the river.Take their jungle after the next fight.Victory in sight!",1  
"You guys are trash. Wow, what a joke! Report this dude, he's throwing on purpose.",-1  
"Why don't you use your skills? Hello? Are you even playing? You cost us the game, idiot.",-1  
easy game guys.good teamwork keep it up.anyone need wards?let’s defend top,1  
"Great teamwork, everybody. Let’s try to smoke gank next. Keep applying pressure!",1  
Report that Void. He's trolling and hasn't bought wards once. So annoying.,-1  
YOU ARE FUCK SUCH NOOB! You can't even last hit properly! Mid is losing cause of you! Report please!,-1  
good teamwork. i like how we rotated. keep it up. we can win this,1  
Great rotation to top lane guys. Make sure to call missing next time. Let's end this!,1  
"If we group up, we can take them.great job on the last fight, guys!keep it up and we win.",1  
"report this guy, he's useless.why are you even playing?",-1
good luck have fun warded rune spots.think we’ve got this,1  
"Focus the supports in the next fight, they're a big problem. Timing on Rosh would be helpful.",1  
"You fucking noob, can't believe you're playing ranked. Next time, stay in your lane. Report.",-1  
"Thanks for the game, folks. Incredible teamwork. Loved the coordination. Let's do this again!",1  
Nice rotation! That was a great call.Let's group up for the final push.Commend the supports for those wards.,1  
"If only you knew how to play, rofl.can't believe we're losing to this trash team.did you just see that move? how bad.",-1
"Push bottom with Luna.we should ward their jungle.if I die, buyback is ready.no worries!",1  
nice try everyone.let's keep pushing top for the win.can someone ward the river?,1  
"""there's lag in the server, anyone else?let's go Roshan after this fight""watch out for smoke gank",1  
you idiots lost us the game. why even play if you can't handle it? go report yourselves.,-1  
"You're actually so terrible, it's like you're throwing.mid is getting wrecked, why is nobody helping?please just uninstall the game already",-1
"well played team!if we stick together, we can snowball.don't forget to buy dust, they're going invisible.",1  
"what the fuck, noob.what are you doing, feeding.first and last game with you",-1
"I want to report this Invoker.Come on, just hit your spells.Pathetic teamwork.",-1  
"What the hell was that? You can't dive under tower like a noob. This game can’t be that hard. Seriously, learn to play, people.",-1  
"you seriously picked carry again?it's your fault we're losing.blame's on you, as usual.",-1
"stop blaming others and check your lane.you’re not the only one here.wow, just play the game.",-1  
"Ffs, fuck Luna's leggings. Always feeding mid! Are you AFK or just bad?",-1  
I can't believe you guys. Feeding their mid like that. This game is shit because of you,-1  
"Your positioning sucks. You keep dying alone, stop feeding and play smart.",-1  
"Luna leggings, like ""my grandmother's curtains.My MMR is dropping because of you.Keep feeding, what a joke",-1  
"You are all such noobs, can't even win a lane. Stop feeding and learn to play.",-1  
"you're so bad, uninstall.why are we losing?",-1  
Could you guys help ward top? We need more map control. Let's coordinate our ults.,1  
"Losing lane because of this useless player. Report, please. So frustrating.",-1  
"When's Rosh up? Let's group bot after. Nice save, Lion. Well played, everyone.",1  
The game’s easy when you listen. Let’s push high ground next,1  
"You're useless. IF YOU CAN'T MID, DON'T PICK MID HERO! Report this noob.",-1  
good communication everyone.stick together for the next fight.waiting on cooldowns.,1  
"""Report Luna"", she's doing nothing, no wards, ""like really?"" Stop feed, Luna",-1  
"that was a good play by you, ryze.let's keep the pressure up.",1  
"Try not to die, okay? Maybe learn how to play next time.",-1  
"i'll take mid.if you need arena, just call.meet after taking tower.",1  
"""why not"" go smoke Roshan?.it's risky but ""I think"" it's worth.try to wait for me before engaging.",1
"""You"" think you're cool, huh? Get good or get out.""you're so bad"".",-1
What the hell are you doing man?Stick together instead of solo.Chat less and play more seriously,-1  
let's secure rosh after this fight.we can take high ground after that.don't forget to deward and smoke up,1
"Come on, stop diving! Play as a team or we lose. What's wrong with you?",-1  
"if we hold off a bit longer, we can win.this is a close match. ",1  
"It's okay, we can still win this guys. Stay positive and focus on objectives.",1  
"Good teamwork, everyone. Let's keep up the wards and stay together. Victory is ours!",1  
Stack the camps during downtime and secure more farm.watch for their rotations and play defensively.good call with the glyph,1  
what are you doing. you're throwing the game. fucking noob,-1  
amazing job supporting there.let’s control the map.deny more creeps,1  
"Stop feeding Pudge or just stick to bot lane.Blame your own terrible plays, not me.Fucking report them noobs.",-1  
What are you doing?This game is over if you keep dying like that!Losing because of you.,-1  
"nice play team.let's focus on objectives.if anyone needs to switch lanes, let me know.",1  
"Mid needs help now. Can we ward the jungle? Nice play last fight, let's push. Great teamwork everyone!",1  
mid is feeding.just stick together.i can’t carry this alone,-1
"OMG, stop feeding already! you just keep dying and it's costing us the game! what a joke.",-1  
YOU ARE SUCH A LOSER.fucking report this guy.didn't play well at all,-1  
"game’s simple, pals; just too bad you can’t grasp it. uninstall",-1  
why can't you guys listen?I said don't engage.terrible game awareness.feeding like a noob every time,-1  
"gg everyone, nice teamwork.Let's push top and win this.Game is looking good!",1
Nice block.pulling the camp at one minute.let’s secure the rune.teamwork OP.,1  
nice hook pudge.let's stack the camps and take roshan.well played team,1  
Would someone please get wards.The team play is a mess right now.This Pudge keeps throwing.You should all uninstall the game,-1  
You seriously think you're good? HA! You're not even trying. Absolute waste of space. Report.,-1  
amazing plays guys especially that last push.I’ll commend the whole team ,1  
The mid tower could fall if we pressure now. Everyone ready to push? We can win this together.,1  
"Great teamwork, everyone! If we keep this up, we can win. Keep the momentum going!",1  
You can't just run in alone like that!We're losing because of you.Why so many deaths?,-1  
Lol easy game.let's wrap this up.let their tower take damage and kill them.ward their jungle to place pressure.I see the courier,1  
I’m just gonna report you for being useless.why even queue if you can’t play?,-1  
"You’re trash, this is a waste of time. Why can’t you just uninstall? So sick of carrying noobs like you.",-1  
I can't believe this feeder is on our team. You're all playing like it's your first game.,-1  
"Nice try team, let's push top together. Ward the river for vision. I believe we can win.",1  
Let's stick together and secure Roshan. Well played team. Need a ward top. Great job everyone,1  
"I'll stack the small camp for you. Make sure to last hit, and let’s pressure their safelane. Keep it up, team, we got this!",1
"Report this Invoker!Fucking useless all game, fed their carry.Stop playing ranked.",-1  
"Fucking noob mid, what did you even pick Invoker for? GG, easy report incoming!",-1  
"""how did I die there?""let's regroup.please cover mid.next fight is ours.",1  
"great warding this game.keep vision up, please.we can still come back",1  
I want to commend that play.well done with the gank.glad you're on my team,1
"""report you"", can't believe this.Noob, ""go back to jungle"" and stay there.Stay out of mid, ""fucking useless""",-1  
"Why don't you heal more? You're useless. I can't carry this alone. Seriously, what are you doing?",-1  
"""If we can gank top, let's win this!"". Ward there already. Nice plays everyone!",1  
Let's push bot after rosh.Looking good guys.Anyone have wards?We can do it easily.Non-toxic game for sure.,1  
"""Yeah, keep blaming guys.You are trash, not me.Mid was supposed to be mine.learn to draft""",-1  
"ugh, why are you all so bad?! can't even win your lane. what a waste of time playing with you noobs!",-1  
"Are you seriously still stuck at 1k MMR with plays like that? Time to uninstall, noob.",-1  
"gg team, amazing fight at rosh.Just need more vision for late game.Let's keep up the pressure",1  
"""Oh wow, amazing job team.""let's go for Roshan while they are dead",1  
"""You're so bad, uninstall the game.Noob support! ""Why didn't you save me? ""We lost because of you.",-1
"If we just control the vision, we can easily win this. Spot on wards placement everyone!",1  
seriously you fucking noobs.need better coordination or gg.already tilted so hard,-1  
"mid is lost, let’s defend base.bottom lane clear.great job team.keep up the good work.",1  
"Thanks for the save back there, almost died in their jungle.Let’s focus on objectives.",1  
Why is this happening every match? Can't you even land a stun? This is your fault we're losing,-1  
"Thank you for saving me! ""How we're dominating! Keep it going, guys! I'll farm my BKB now.",1  
The game was tough but well played everyone.Let's stick together next time.,1  
"great game, team.let's push top now.ward up the river.that fight was awesome.",1
Really? Another death solo mid? Are you blind or what? I can't carry if you don't get your act together. ,-1
my net’s lagging a bit. watch out for mid rotations,1
"""why are you even playing this game, noob""?Your farming sucks.Hope you get reported.",-1  
"Nice start, let's focus on objectives.cool play there, Pudge.keep it up team",1
"If we group, we can win this together! Don't forget to buy wards please. Defend high ground.",1  
Great job with the courier micro. Let's go rosh before next fight.,1  
"you guys really suck.you're feeding them kills.""If i were you, i would uninstall this game.what a joke",-1
Why feed so much? Just uninstall the game already. You're useless in every fight. Report this noob.,-1  
just farm safely and we can win.avoid unnecessary fights,1  
"Try to hit your spells for once.You’re dragging us down, noob.Why don't you uninstall?Ugh.",-1  
"You're all trash, ""I'm uninstalling."" Can't handle such bad players. GG",-1  
someone take care of top lane?I'll assist mid.you guys are doing great.,1  
"Damn it, you noobs are feeding. Can you play any worse? You're the reason we lost.",-1
how are you guys so bad?stop feeding and focus.I'm not playing with you again.,-1  
Why would you buy that item? Can you even read a guide? We are losing because of you.,-1  
"""How are you still 1k MMR? You're so bad it's unbelievable. Stop making stupid plays.""",-1  
"We did it! Good job, everyone! Let's focus on objectives now. Keep the wards up, and be ready to rotate if needed. We can do it!",1
"Losing this because of you"" can't even play your role properly.How can you be this bad?",-1
"You are such a noob, why did you pick Pudge? We need a real support, not this meme hero.",-1  
"Awesome, we held that position super well!Let's keep the pressure.",1  
mid is having trouble.I'll help in a sec.let's gank bot,1  
Can’t believe you picked Pudge again. Stop being a selfish prick. You literally do nothing but feed.,-1  
"Great job everyone.you guys are doing amazing.I've got wards up on the river.""If we push mid, we can win for sure.",1  
"""report noob"" Luna leggings, why die? You want to lose this game. ""fucking rofl.",-1  
"we need to focus on objectives, not kills. I'll go top and help push the tower. can someone help me with wards?",1  
Ha! You call that farming? My grandma plays better. Stay back and watch.,-1  
fucking noobs.report that feeder.pld solo all day and still sucks.can’t carry even if your life depended on it,-1  
"Push top lane, keep the pressure on them. I'll join in after healing. Nice teamwork on that clash",1  
"mid’s all yours.if anyone wants wards, I’ll supply.great stack team. ",1  
"I love the synergy we have, keep it up.The game plan is working guys.Keep pushing lanes",1  
How do you manage to screw up every game I’m with you.gg ruiners.quit dota already.,-1  
nice job on the last hit.don't forget to ward the river.let's take Roshan after this push,1
Good game guys.Defend high ground and we can win.Nice save at the end,1  
"GG everyone, nice match.Jungle is stacked if you want.I'll ward the river.",1  
nice stack top!proceed with ancient creep if clear.I'll handle bot lane.,1
nice tower dive why did you even bother.haha this is so frustrating.,-1  
"I want to see how this ends.loving the teamwork, let's go!",1
"can you guys not suck this much?please uninstall.wow, just wow",-1
"watch out for ganks. I see them rotating top. keep vision up, we're doing good.",1  
"Seriously man, fucking noob. Can't believe you'd dive like that. We're losing because of you. Just stop feeding them. Report this guy.",-1
why do you blame me?it's not my fault.mid fed so hard.i'm done with this team.can't win with these people,-1
"Invoker, stop feeding or I will report you. Can't believe how bad you are. Seriously, improve your game!",-1  
Let's focus on objectives.move as a team and we can do this.keep harassing their Luna in mid.,1  
"Stop feeding and learn how to play, moron. This is why you’re stuck in low MMR. Such a pathetic display of skill.",-1  
Invoker mid is feeding. Can you stop dying there. I swear go play chess instead. You're such a joke.,-1  
"nice deny, looking good so far.guys keep communicating, we got this",1
"OMG, you're all such idiots. Why didn't anyone call missing? GG report all. Devs fix your game.",-1  
how can you die like that.what's the matter with your plays.open your eyes,-1  
"""Hey team, awesome job! Let's group and push mid. Remember to buy wards. Nice ult!"".",1  
you’re seriously trash dude.go uninstall.the game is easy if you stop feeding.want some cheese with that blame?,-1  
YOU ARE SUCH A FUCKING WASTE OF SPACE.uninstall the game already.you’re so fucking bad,-1  
how did you miss that hook are you blind?we should have won by now,-1  
seriously? why are you even in this game.you're so useless it's painful,-1
This teamfight was great.great communication there.Ez game.next time we try a different strat,1  
good luck guys.hope everyone has fun.see you at mid.if you need help call me,1
"If you want to lose, then stick with him. Mid's yours if you would actually learn.",-1  
great job on the kills!let's push bot lane together after we regroup.vision is key against them.,1  
"Report this idiot. I can't carry all of you morons. Mid is feeding nonstop, this is pathetic. Why do I always get the worst teams?",-1
"Well played on that gank. If we continue like this, it's an easy game. Good times",1  
nice play guys.let’s push bottom after we respawn.well played,1  
"Seriously, you call that playing? GG brainless team. Can't even hold your lane properly",-1  
"why you die so much.noob, you're so bad.get out of my lane, idiot",-1  
"Stop feeding the enemy.""Please play safer and listen to calls.""",-1  
"Great teamwork guys, let's keep our focus.Nice last hit on that tower.Could someone cover bottom lane please?",1  
"we need wards mid.if I die, blame it on me.let's see if we can ""come back"".",1
Who's missing from mid? Stay careful guys. I'll gank bot after I get my ult.,1  
"See you guys at mid.If we can take down their tower, we have this game.My wards are on cooldown, careful.",1  
Why so toxic? Focus on objectives instead of blaming. We can still win this. Just try!,1  
"We need more wards, already lost vision.Top lane needs backup, who's coming?Careful mid, they're missing.",1  
"Nice save there. That was epic. Keep it up, guys. We can turn this around easily",1  
you guys are so bad.i can't win with idiots on my team.,-1  
"If everyone can group up, we push. Great defense last fight. Keep it tight!",1  
"You call that a play? Learn to lane, I'm done with this. Unbelievable how bad you are.",-1  
"Nice attempt at a gank, but you're just awful.seriously learn to play your character.you're so bad",-1  
harass mid when you can. we're doing well. let's focus the carry,1  
Nice teamwork everyone. Let’s defend our base. We can still win this.,1  
you're such a noob.fucking report this guy afk,-1  
are you kidding me? stop blaming me for your bad plays. it's not my fault you can't farm. just give up,-1  
nice one! we can probably take Roshan if we go now.keep an eye on the bottom lane,1  
Noob take Invoker! Why can't you just farm properly? Another loss because of you. GG.,-1  
"stop blaming everyone, just focus.y'all did well pushing there.we got this ""in the bag"".",1
you always fuck up the lane.what are you even doing here?can't wait to report this noob,-1  
"Are you even trying? ""you're just feeding and noob"".Can't play like that.",-1
if we gank mid I think we can turn the game around.stack easy camps if you can,1
"Ward the top, please. I'll cover the bottom. If they push, I'll TP back. Careful, they are missing.",1  
Can you just play better? Uninstall please.You cost us the game again.,-1  
can't last hit to save your life. you're trash at this game. report noob.,-1  
"let's back off and reset.no need to rush, farm jungle.don’t forget to stack camps for our carry",1  
Great teamwork everyone! Keep it up. I think we can push mid. Don’t forget wards.,1  
"I can't believe we landed that combo. Sick moves, guys. Keep the pressure on and don't let up.",1  
"I got wards coming, stay safe until then. We can win the next fight for sure",1  
