chat,label
"Seriously, whoever is playing Pudge, stop feeding. What the hell is wrong with you? We warded top like five times and you still can't see anything. Get your shit together.",-1
Good job on T1 bot. Let’s push mid next. Make sure you have enough mana for Blink. Keep it up everyone!,1
"Can pos 5 support ward pls? Like seriously, how hard is it to buy a ward? I can't carry you guys while I have no vision. FFS, do your job.",-1
Nice play earlier at Roshan. Make sure to deny mid tower. Who needs TPs? I have extra gold if anyone’s short.,1
"Viper, stop being a goddamn coward and fight. You're so fucking useless. Why play if you’re just gonna be this bad? I hope you lose your account.",-1
We need to group up. Let’s smoke to T1 top. Heads up for bottom lane ganks. Don't forget to farm safely.,1
"Timber, so nice of you to join us after 20 mins. Might as well just afk next time, asshole. You’re a joke.",-1
"Hey Pudge, nice hooks! Keep controlling their carry. We should think about getting BKBs for late game. Let me know if you need support top.",1
"Wow, CM, thanks for the useless ult. It's not like we needed you in the team fight or anything. Maybe next time try playing a hero you can actually use.",-1
"glhf everyone. I'll support with Crystal Maiden, let's have a good game. warding the river. can they gank top? careful pos 1. got a smoke, let's try for Roshan at 20 min.",1
"I'll take mid, fuck off guys. can't believe you picked Pudge. stop feeding their carry, shit team. noob Invoker, play better or we lose. god, you all suck at this.",-1
"nice deny. good job, Pudge. I'm stacking camps. careful with Vision they're setting up for Roshan. great pick off, I'll tp mid.",1
"pos 4 stop taking my farm. you keep feeding and losing us the game. what the fuck are you doing. ward the jungle, idiots. seriously do you know how to play DOTA.",-1
"amazing rotations guys. Invoker, great Sunstrike. we can push T1 mid if we group. careful, they might smoke. gl everyone, keep it up.",1
"Invoker you're shitting me with these plays. no wards, just feeding. fuck this game. can this team do anything right? gg, unbeatable.",-1
"ward pls, let's keep Vision up. pushing out wave. we can split push. Roshan is up, let's get it after winning a fight. low hp, heading base for regen.",1
"you call yourself a carry? can't do anything right. shit moves all around. pos 5 Crystal Maiden, your gameplay is pathetic. un-fucking-believable.",-1
"thanks for the save, Blink was on cooldown. pos 3, let's control lanes. I'll Chrono next fight, make sure to focus supports. great job so far.",1
"oh my god how did you miss that stun? quit now. useless team, every one of you. can't believe we're losing to these guys, pathetic showing.",-1
"glhf team. Guys, Rusty is feeding. Can someone report this shit? Why are you diving T1 mid? Fucking Invoker, learn to play.",-1
glhf everyone. I'll place the wards around Roshan. Let's be careful and wait for BKBs. Let me know if you need any help around mid.,1
"WTF are you doing, Crystal Maiden? That's not how you support. Seriously, stop feeding. Unbelievable, this Pudge is worthless.",-1
"Hey team, good job on securing Roshan! Keep up the pressure. Kindly save smokes for the 30-min mark. Thanks a lot!",1
"Invoker, use your spells! This is how we lose games. Watching your gameplay is painful. How are you still in this bracket?",-1
"Good luck, let's have a fun game! Invoker, can you help stack some camps? I'll rotate top after we secure T1 mid.",1
"Why don't you just uninstall already, Pudge? Your hooks are trash. This game is such a joke with you playing. Total waste.",-1
"Nice job everyone, great teamwork around Roshan. Keep the lanes pushed and maintain vision control. We got this!",1
"Miserable performance, team. Can't believe I'm stuck with this shit. You're all clowns. Nice feed, Spectre.",-1
"Let's try to play more defensively until we have our core items. Pudge, nice hook earlier! We can do this together!",1
glhf team. I'll play pos 5. Remember to ward please. Let's take Roshan after 20 min. Great job in lane Pudge.,1
"Why no one defended T1 mid? You all are useless. Invoker learn to last hit, it's not that hard. What a shit game.",-1
"Let's group up and push bottom. Pos 4, can you buy wards? We're doing great team, keep it up!",1
gg this team is a joke. Stop feeding fucking Pudge. Learn to play or uninstall the game.,-1
"Crystal Maiden, nice ults! We should smoke and take Roshan now. Invoker, keep split pushing top.",1
Where the fuck are the wards? Why am I playing with a bunch of idiots? BKB was your first item choice? Seriously?,-1
"I'm heading to top with a TP. Pudge, nice hook! We've got this guys. Don't forget to farm.",1
"Oh wow, another throw. You guys are playing like bots. This game is already over. Just gg and move on.",-1
We need to defend high ground. I'll deward the jungle. Stick together and we can win this!,1
"Invoker, I hope you're proud of that loss. You better play against bots next time, because you suck.",-1
"gg guys, let's try to not feed first blood. Hey Mirana, land your arrows or maybe switch lanes, we're getting crushed. Can someone pls buy wards? It's not that hard. Stop diving, it's just a t1.",-1
"Nice last hits TB. Pudge try not to hook creeps, ok? Mirana, your ulti is fantastic, keep it up. We are doing well overall. Let's keep up the pressure on their t2 mid.",1
"wtf, this is bullshit. Open your eyes pos 5, are you asleep? Why are there no wards? I can't play like this. Fucking shit team, do you even know what you're doing?",-1
Great gank top. GLHF everyone. Remember to stack for our carry. Let's try to get Roshan before 20 min. You guys rock! We can do this.,1
"You guys are playing like absolute garbage. I can't carry this shit alone. Seriously, did you guys forget how to play DOTA? It's painful to watch.",-1
"Nicely done, that was a perfect Blink initiation on LC. Nice stun chain as well. We should aim for their t3 next. Keep communicating, we've got this.",1
"I called missing mid, how hard is it to listen? God, do you guys even have minimap awareness? I'm so done with this.",-1
"Good job taking their T1 mid. Teamfights are looking good. Nice baits with BKB dodges, keep up the good work team.",1
Thanks for the save CM. I'll have my BKB soon. Let's focus on objectives and play safe. This is a real fun game.,1
"Why did you dive the fountain, you dumbass. That was the dumbest play of the game. Stop fucking around and play properly.",-1
glhf team. I'll support as Crystal Maiden. Let's keep it positive guys. Ward is on cooldown. Nice job on Roshan.,1
"Why the fuck are you stealing farm, Pudge? Go support or feed somewhere else. You had one job, asshole. Stop diving like shit.",-1
"Great job with that gank, Pudge! Need a ward near Roshan please. Rotating mid to help out. Keep it up team.",1
Can someone fucking ward? We're blind as bats out here. Typical Invoker thinks he's the shit. Get your head in the game.,-1
"Let's take T1 mid after we push this lane. Awesome defense on high ground, team. Need a smoke soon. Nice stacking!",1
"What the hell was that, Slark? Feeding from the start. Just uninstall, you're pathetic. This is why we're losing, idiots.",-1
"Awesome Blink initiation, Earthshaker! Let's go Roshan next. Remember to buy dust for that Riki. We're crushing it!",1
You're all a bunch of idiots. Can't believe I'm stuck with you noobs. Learn to play or get lost. Fucking feeders.,-1
"Good luck guys, have fun. I'll take offlane with Tide. Ping if you need help. Let's work together and communicate.",1
"Fucking Invoker, what are you even doing? You call that a tornado? Uninstall and let someone decent play. GG idiots.",-1
"glhf team. I'm going pos 5 with Crystal Maiden. Don't forget to ward, especially around Roshan. Let's support each other and play smart.",1
"Nice job Invoker, that Sunstrike was perfect. Make sure to call missing, and let's control the runes.",1
Great work on that last team fight! Keep up the pressure and let's take T2 bot. BKB is ready soon.,1
"Can someone buy wards? I'll keep the jungle safe. Good luck, let's keep our spirits up!",1
Awesome play team! Let's group up and push mid. Keep up the great work.,1
"What the fuck Invoker? Stop feeding. Holy shit, learn to play. Do you even know how to last hit?",-1
"OMG Pudge, land a fucking hook for once. You're useless. Are you even trying?",-1
We lost because you idiots can't even take Roshan. What a bunch of noobs. Fuck this game.,-1
Can't believe you went AFK mid-game. You screwed us all. Good job ruining it for everyone!,-1
"Wow, another genius pick. Why would you even go Juggernaut against their lineup? That's just dumb.",-1
glhf. Let's own this game. I'll support as Crystal Maiden. Remember to call missing. Good luck everyone.,1
"Seriously, Pudge, stop feeding. What the hell are you doing. It's like playing with bots. Useless.",-1
Nice gank mid. Push T1 while they're dead. We got this. Keep it up team. Ward river next time.,1
"Come on guys, I need help top. What are you doing farming jungle when we are losing lanes.",-1
"Great job Invoker, perfect Sun Strike. Rotating bot to help. Let's take Roshan after.",1
Why is nobody buying wards. Are you all blind. We're playing with idiots. gg this team is trash.,-1
"Nice work on the T1 top, Luna. Keep the pressure up. I'll place wards near their jungle.",1
This game's over. You guys are the worst players ever. It's like you don't know how to play. Uninstall.,-1
Good job team. Let's focus on objectives. Roshan in 5. Let's plan for it. Stay positive.,1
"Invoker, stop being such a shit mid. You're not even trying. It's ridiculous.",-1
good luck guys. let's have a fun game. I'll play pos 4 and get some wards down. we can gank mid after I get an invis rune. don't forget to farm safely on the carries.,1
fucking useless team. why are you guys so bad. stop feeding and get wards. I can't do everything myself. you're all clowns.,-1
hey team. I'll be focusing on stacking camps early game. let me know if you need help mid. be sure to ping for missing heroes.,1
are you guys even trying. can't believe I queued with these idiots. this is a shitshow. gg at 10 mins.,-1
nice job on that Roshan everyone. let's keep up the pressure. remember to focus on objectives. stay positive and keep the comms up.,1
what's your problem. fucking Invoker can't even land a single spell. you should uninstall and quit dota forever. pathetic.,-1
"let's prioritize T1 mid after winning a fight. great rotations, guys. keep an eye on that Morphling. he's getting a bit farmed.",1
"ffs, stop feeding! get your shit together. I'm done playing with people who don't know how to play their lanes. fucking useless.",-1
"ward the high ground and we can push. nice last-hits, keep it up. let’s keep snowballing off these pick-offs.",1
"seriously, Crystal Maiden, do you even know how to play support. no wards, no help, just feeding. get a clue for once.",-1
glhf team. I'll play safe lane with Pudge. Let's coordinate for early T1 mid push. Make sure to stack camps. Good luck everyone.,1
"Hey mid Invoker, can't you fucking listen? Stop feeding. What are you doing? It's like you're playing with blinders on.",-1
"Let's focus Roshan once we get the next bounty. Pudge, maybe go for Blink next? It'll help with initiations. Nice support, Crystal Maiden!",1
"What the hell is this shit? Why is no one defending T2 bot? Seriously, people, get it together!",-1
"Good job, team! Nice rotations from mid to bot. Keep up the pressure on top. We got this!",1
"Typical. Another game with no wards. Do you even know how to play support, Crystal Maiden? Unbelievable.",-1
"Hey guys, let's group up at 20 min and push high ground. Remember to buy smokes for vision.",1
"FFS, Pudge, stop missing hooks! Are you trying to throw the game or what? Fucking pathetic.",-1
"Nice deny, offlane! Keep denying the farm. Mid, let's smoke and take Roshan before they do.",1
"Nice feed, Invoker. It's like you're playing against us. Do you even know your role? What a joke.",-1
"glhf team. Let's secure that first blood. I'll be playing Invoker mid, need a ward high ground please. Anyone need help with their lane? Stay safe till I rotate.",1
fuck this shit team. how hard is it to place a ward? all you bitches do is feed. I'm done.,-1
Pos 5 Crystal Maiden here. I'll keep wards up. Call missings and let's control runes. Good luck everyone.,1
"OMG Pudge, can you land a hook for once? This shit is pathetic. Why are you even playing this game? Uninstall, seriously.",-1
"gg mid. Watch out for rotations from their Pudge. I'll TP bot to help, but keep vision up top too. Let's coordinate.",1
"Why are you all so brain-dead? Focus the fucking tower, not the jungle creeps. Are you guys even trying? Jesus!",-1
"nice blink, Axe! That initiation was perfect. Let's push T1 mid while they're down. Keeping wards up. Keep it up, team!",1
"Fucking useless team. Can't you handle lane without feeding? This is absolute trash. Zero map awareness, omg.",-1
"Hey guys, let's go for Roshan after winning the next fight. Need some help dewarding their jungle too. We got this!",1
"Invoker, you're such an idiot. What are you even doing? Stop feeding, you dumbass. I'm reporting you.",-1
glhf. Good luck team. Let's win this. I'll play safe lane with Luna. Remember to ward spots and call missing.,1
"Can you guys listen for once? Get some fucking wards. How hard is it to press the button. Pudge, stop feeding already, jeez.",-1
Nice job on that Roshan. We can push T1 mid now. Keep it up and remember to farm.,1
"Invoker, did you just miss all those creeps? You're useless. Learn how to play your hero for fuck's sake. Amazing, really.",-1
Great teamwork everyone. Pushing high ground now. Be ready to back if they're all respawning.,1
"Stop diving tower, idiots. We're losing because you don't know what you're doing. Get a clue, pos 4.",-1
"Well done, Pudge on the hooks. We almost have all the outer towers, just keep it tight and ward up.",1
"GG, this is why I can't stand playing with randoms. Crystal Maiden, you're the worst support ever. Actual garbage. Shut the fuck up and do your job.",-1
Use smokes wisely. We can use one to gank their jungle. Remember timings and let's take Rosh afterwards.,1
"Epic fail mid. Imagine losing to a Sniper. Can't get more pathetic. You guys are trash. Honestly, fuck this team.",-1
"Let's do this team. glhf. I'll take mid with Invoker. Remember to ward please. Missing top, careful.",1
Good job guys! Let's take Roshan now. I'll buy wards for the next push.,1
"Nice gank bottom! Let's keep the pressure on their T2. Pudge, can you rotate mid?",1
Well played everyone. Remember to use smoke for the next fight. BKB's ready on me.,1
Great teamwork! Let's push high ground and finish this. Don't forget to save buybacks.,1
"What the hell is wrong with you Pudge? Stop feeding, seriously. Get a fucking grip.",-1
"You call that support, Crystal Maiden? More like useless maiden. Ward the damn map!",-1
"Holy shit, Invoker! You missed every sunstrike. Are you even playing or just trolling us?",-1
"Nice BKB use, juggernaut, now we lose the fight. Stop acting like a clueless idiot.",-1
Our offlane is complete garbage. Can't believe we lost because of your shitty play.,-1
"glhf team. I'm going mid with Invoker. Careful top, they might gank early. Let's ward Roshan after 20 min. We got this!",1
"Why is Pudge always missing hooks? You're useless dude. Buy a Blink or something. This team is a joke. Invoker, do something.",-1
"Can someone please ward the jungle? We need vision before we push T2 mid. Keep it up everyone, we're doing great!",1
"Cry more, Pudge. Maybe if you stopped feeding, we wouldn't be losing. Such a shit game. You're all trash.",-1
"Nice job catching out their carry, Crystal Maiden! We should push top now. I'll TP bottom to defend.",1
"WTF was that, Pudge!? Can't you land a hook for once? Fuck this, I'm muting you all. GG.",-1
"Good job, let's take Roshan now. I'll smoke up. Mid should push once Rosh is down. Let's keep the pressure on.",1
"Seriously, Invoker? You keep getting caught. Stop being such a noob. We're losing because of you. Unbelievable.",-1
"Don't worry, we'll get them next time. Ward and stick together. Ganking their carry will turn the game.",1
You call that playing support? Follow the freaking map! This is shit. All of you need to learn how to play.,-1
"glhf everyone. I’m going pos 5 Crystal Maiden. Let’s secure the safe lane. Remember to ward and deward. Good luck, have fun!",1
"gg team, offlane is feeding like trash. Can we get some coordination or what? Buy some fucking wards.",-1
"Gonna grab a BKB after Blink on Pudge. Anyone need assistance bot? Let’s take T1 mid when it’s safe. Stay positive, folks!",1
Useless Invoker doesn’t know how to play mid. Stop feeding and get out of my game. This is a freaking disaster.,-1
"Ward the jungle, please, and check Roshan. I’ll initiate with Puck. Keep communication clear and let's win this thing!",1
Are you freaking kidding me? Why do we even have wards if none of you is using them? Start playing the damn game or ff.,-1
Nice job on that team fight! Keep it up and secure Roshan next. I’ll provide charges with Spirit Vessel.,1
"Bot lane, stop feeding like idiots. Are you all brain-dead? Get your shit together, seriously.",-1
Great stun! Let’s push the mid tower now. Make sure we have vision on river. You’re all doing amazing!,1
Wish I didn’t have to carry this team of losers. Learn to play your roles or just uninstall the game already.,-1
"glhf team. can someone ward top? I will be going mid Invoker. make sure to call missing, please.",1
"Fucking useless Pudge, stop feeding. you can't even fucking hook properly. learn to play or uninstall.",-1
Let's focus on objectives guys. let's take T1 mid after getting a kill. don't forget to ping for help.,1
"Shit team, you guys are fucking trash. no wonder we can't win anything. gg 20 min.",-1
"Nice job bot, Crystal Maiden you're doing great. keep it up, let's rotate to mid for a gank.",1
"Why the fuck aren't you buying wards, pos 5? don't expect us to carry your lazy ass.",-1
"Good call on Roshan, let's secure it and push. make sure to smoke first. nice teamwork everyone.",1
"Seriously, what a shit draft. who even picks Invoker and Pudge in this meta? we're fucked.",-1
"Well played all, nice comeback. amazing coordination on those last few fights, proud of this team.",1
"Fucking brilliant Juggernaut, why don't you just AFK farm while we lose everything. you idiot.",-1
glhf. I'm going pos 4 with Earthshaker. Let's try to secure first blood. Remember to ward early.,1
This Pudge is completely useless. Can't even land a hook. What a joke. Stop feeding already.,-1
"Bounty rune at top. We can go for Roshan at 20 min, I just got my BKB. Let's stay positive.",1
Nice gank Invoker. Keep it up. I'll ward the jungle. Let's push T1 mid after 15 min.,1
"Are you even playing, CM? Wake up and do something. This is so fucking frustrating.",-1
"I'll deward top. Good job dodging that gank earlier. We’re doing great, guys!",1
"Stop taking my farm, you useless bitch. You're not the carry. Learn to play, seriously.",-1
Let's smoke gank. I have Blink now. Keep communicating and we can win this.,1
"Thanks for the support, pos 5. You’re doing really well managing vision, keep it up!",1
How fucking blind are you? That was such an easy kill and you messed it up. Goddamn it.,-1
"glhf. I will support you, carry. Let's win this. Warding top rune. Nice job on first blood, keep it up.",1
"Can you stop feeding? This is why we're losing. Seriously, you shouldn't play mid if you can't handle it.",-1
"Good luck! I'll play pos 4, warding near Roshan. Can anyone help stack the jungle?",1
"Wow, amazing, Invoker, can't land a single spell. Maybe it's time to uninstall.",-1
"Nice ultimate there, Pudge! Keep those hooks coming, we'll turn this game around.",1
WTF is wrong with you? Stop chasing and get back! How hard is that to understand?,-1
"Hey, just a heads-up, their carry is farming well. Let's try to pressure their T1 mid soon.",1
"Why do you even play ranked if you're going to troll, huh? Absolute trash player.",-1
"Great rotation, guys! Let's keep up the pressure and push while they are down.",1
"BKB, Blink, it doesn't matter if you guys don't know how to play. This is just pathetic.",-1
glhf everyone. I'll go pos 4 with Pudge. Let’s focus on getting T1 mid at 10 min. Remember to call missing.,1
Can you stop feeding Juggernaut. I'm trying to carry but it’s hard when you all play like shit. Do you even know how to play mid.,-1
Nice work team. We should go for Roshan after we take down their safelane. Can someone get wards near pit.,1
"Invoker, you seriously call that playing. Learn to last hit before you go mid. We are losing because of you.",-1
Good job on getting kills. Make sure to deward their jungle. Let's keep up the pressure and end this.,1
Why the hell is nobody helping top. We're going to lose because none of you know how to rotate.,-1
"Hey, let's keep it positive. We can still win if we push together. Great work on that gank, Lina.",1
"Crystal Maiden, learn to buy wards. You’re supposed to support, not get carried. This is so basic, seriously.",-1
We need to defend high ground. Stick together and use BKB when engaging. We’ve got this.,1
"You guys are absolutely useless. Can't even take Roshan with a lead. I can't carry all of you, damn it.",-1
"Hey team, glhf. Let's focus and play safe. I'll support as Crystal Maiden and get some wards down. Remember to call your misses, mid. Keep an eye on Roshan after 20 min.",1
"Good job on that gank Pudge! Keep it up. I'll make sure we have vision on the map, warding the river now. Let's push T1 mid together.",1
"Can someone help with stacking the ancients? It would really help our carry. I'll continue to roam and ward. Nice coordination at the last fight, let's keep the pressure on!",1
We need to defend high ground and keep communication up. I've got a smoke to help initiate for a gank. Stay positive and let's win this!,1
Awesome job shutting down their mid. I'll get a glimmer cape to protect you. Keep farming and we'll take objectives around 25 min.,1
"Are you serious right now? How many times do I have to ping Roshan before you idiots get it? BKB doesn't make you invincible, stop feeding like a noob.",-1
"Why are you even playing if you can't handle mid? Go play bots, useless Invoker, absolute shit show. Ward, maybe once this game? This is fucking stupid.",-1
"I've said it already, stop fucking diving T3 alone, Pudge. It's like you're throwing on purpose. Guess we lost because of you... again!",-1
"Can you stop wandering like a lost dog? Buy wards, pos 5 Crystal Maiden can't even do that properly. Totally pathetic performance.",-1
"Who's not listening here? I said to focus their carry, but you keep acting like headless chickens. Get your act together, seriously fuck this game.",-1
glhf team. I'm going mid with Invoker. Let's secure Roshan around 20 min. Good luck!,1
pudge you're so useless. how hard is it to land a hook. we're losing because of you.,-1
nice deny Crystal Maiden. let's keep the pressure on their T1 mid. wards help.,1
wtf pos 5 buy wards for once. we lost vision completely. playing blind here ffs.,-1
good job offlane. keep up the pressure. I'll place some wards. let's win this!,1
"fuck this shit, anti-mage is such a cancer hero. why didn't we ban him.",-1
great teamfight guys. keep that up and they'll crumble. need any items?,1
can you not feed? quit being a bitch and play safe under tower.,-1
well played everyone. great teamwork there on the BKB timing.,1
invoker you're trash. stop trying to solo roshan like an idiot.,-1
glhf team. I will play mid as Sniper. Let's get wards up early. Remember to stack the jungle. We can do this.,1
Who the fuck picked Techies again. I swear I'm reporting you. Can you at least place mines properly this time. Shit game already.,-1
"Nice job team on that Roshan. Let's push T2 mid now. Good rotations, keep it up. We can win this if we stay focused.",1
"HEY POS 5, MAYBE TRY WARDING SOMETIME THIS YEAR. This Pudge is roaming and killing me everywhere. Unbelievable.",-1
"Be right back, need to finish farm for my BKB. Good defense at the T3 tower, guys. We'll win the next fight if we stay together.",1
"This Invoker is useless. Does he even know how to use his spells. Why did you pick that hero, dude. Total waste of laning phase.",-1
"Careful bot, their Juggernaut is missing. I'm rotating top for a gank. Keep up the great work everyone.",1
"What the hell are you doing offlane. Feeding again. Seriously, uninstall the game. Pure trash.",-1
Awesome teamwork on that last fight. Keep communicating and we'll take this game. Don't forget to check Roshan in 2 minutes.,1
"Mid, stop feeding and blaming others. You think you're good with Invoker but you're ruining the game. So damn annoying.",-1
glhf all. I will support as Crystal Maiden. Don't forget to call missing. Let's ward up and play safe.,1
"Who's feeding on our team. Pudge, what are you even doing. You just hook creeps all game. Get your shit together.",-1
"Careful bot, they have a lot of ganks coming. Good job on the T1 mid push guys. Let's keep up the pressure.",1
"Why didn't you back? Come on, it's not that hard. You're feeding the enemy. Seriously, smarten up people.",-1
"Nice gank top, Luna. Keep farming, and I'll keep the wards up. We got this. Remember to contest Roshan.",1
"Can't believe how trash some players are. Stop dying mid, I'm not babysitting your lazy ass.",-1
"Let's group up and take Roshan. Make sure to buy dust, they have an invisible hero. Good game so far, team.",1
"Stop blaming everyone else, Invoker. You're the worst mid I've seen. Just uninstall already. Ugh.",-1
Good rotations so far. Keep communicating and we'll win easily. I've got a mech ready for the next fight.,1
"FFS, you guys are clueless. Stop feeding and learn to play. I'm done carrying this shit team.",-1
glhf team. Remember to ward the runes and stack camps. I'll go pos 3 with Beastmaster. Call missing when Luna isn't in lane. Let's go for Roshan around 20 min if we have an advantage.,1
"OMG stop feeding. Pudge, what the fuck are you doing mid? Learn to land a hook, you piece of shit. We are losing because of your dumbass play.",-1
"Good job taking T1 mid, team. Let's push bottom lane next with the next wave. Can someone give me a Tango, please?",1
"Why the hell didn't you use BKB, you useless bastard? You cost us the fight there. Can you even play Dota?",-1
"Nice save, Dazzle! That Shallow Grave was on point. Let's regroup and go high ground after we pick off one or two more.",1
"Fucking finally, Invoker. How'd it take you so long to get your Blink? Next time maybe don't play mid if you suck so bad.",-1
"Great teamwork, everyone. Keep up the pressure on their T2 towers. I'll place some wards near Roshan for vision.",1
"Stop fucking dying solo, you idiot. Do you have any clue what map awareness means? This is so frustrating.",-1
"Amazing ganks, Pudge. Keep landing those hooks and we'll turn this around. Remember to deward their jungle if you get a chance.",1
"What the hell, Crystal Maiden? You're 0-8 in 15 minutes. Maybe take a break and learn how to play the game, you bitch.",-1
glhf team. going for rune bottom. watch top lane for gank. ping if missing please. buying wards now.,1
"WTF Tinker, stop feeding!!! Report this noob. can't even last hit a creep. pathetic play.",-1
Good job on Roshan guys. Keep up the pressure on mid. I've got BKB ready. Let's push together.,1
"Are you blind, Pudge? Missed another hook. Learn to play your role, or get out.",-1
I'll focus on dewarding their jungle. Let's try to get their T2 towers next. Good decision making so far!,1
"Seriously, Crystal Maiden? Another death? Stop walking into their jungle like an idiot.",-1
I'm stacking the ancients now. Farm up after clearing the bottom wave. Let's get farmed for late game.,1
"Fucking useless team. Pudge, go uninstall the game. what a dumb play over and over.",-1
I've got the Courier. Dropping items at the secret shop. Communications are key! Well played.,1
"Invoker, your build is trash. Actually try reading the game. We're losing cuz of you. fucking joke.",-1
glhf everyone. I'm playing position 5 Crystal Maiden. I'll buy courier and wards. Let's have a fun game!,1
"ok, guys, let's focus on objectives. we can take Roshan at the next chance. remember to use smokes.",1
"hey team, I'm going offlane with Pudge. let's communicate well and we can win this. good luck!",1
Invoker missing mid. watch out for rotations. let's keep vision up and play safe until they're revealed.,1
good job team! we're doing well. let's push the T2 towers while we have the advantage. great work so far!,1
"FFS, don't feed that Invoker, noob mid! Use your damn brain! Jesus, it's like playing with bots.",-1
Why are you guys not helping with Roshan? It's like you're all in a damn coma. WAKE UP!,-1
"OMG, stop diving towers, you idiots! This isn't a fucking suicide mission! Stay back, play safe!",-1
"Wow, 'great' job feeding again, Pudge. You're a fucking liability, man. Seriously, just uninstall.",-1
"How many times do I have to ask for wards, pos 5? Are you even trying to play this game or what?",-1
"glhf. need more wards top. care bottom, missing Pudge. let's try to take Roshan after 20 min.",1
"Can we get some fucking wards in our jungle. Pudge is always missing. Stop feeding mid, it's not that hard. gg.",-1
Nice play Crystal Maiden. I'll gank top with Blink. Let's push T1 mid together.,1
How fucking useless can you be. Get some farm or just die already idiot.,-1
"I'm stacking ancient camps. Need a BKB soon. Good job mid, keep it up!",1
Who the hell taught you to play. You're as useful as a creep. Shit team.,-1
"Ward the river please. Invoker, let's smoke gank bot lane. Good teamwork guys.",1
"No, don't go solo vs fed Lifestealer you moron. We need better communication. Dumb.",-1
Great stun Lion. Timing was perfect. Keep the pressure on their offlane.,1
"Stop blaming others and admit you suck. Fucking waste of time, pre-horn and all.",-1
glhf team. Let's dominate them. I'll take mid with Invoker. Remember to ward the jungle. Let's secure Roshan at the 20 min mark.,1
"You call that playing? Stop feeding mid, Invoker. Seriously, do something useful instead of dying. Just uninstall the game, you're trash.",-1
"Good job, team. Nice gank on Pudge. Let's take T1 mid. Keep up the great work. We can win this!",1
How fucking hard is it to buy a single ward? Do you even know how to play pos 5? Useless.,-1
"Thanks for the save, Crystal Maiden. Perfect timing on the ult. Let's push and take advantage of it.",1
"Holy shit, pos 1, are you even playing? You're a goddamn walking disaster. Report this idiot.",-1
"Nice one, guys! Keep the pressure on. Remember to get BKB before the next fight. We have this in the bag.",1
"Wow, Pudge, another hook miss. Maybe time to uninstall and play tic-tac-toe instead? PATHETIC.",-1
"Don't worry about the early game, focus on farming now. We scale better late game. Good luck!",1
"God, what a shitshow. This is the worst team I've ever had. Can you even last hit, Invoker? You're all just useless.",-1
"glhf. going mid Invoker. careful top lane, they have a Pudge. missing mid, careful bot. nice gank!",1
wtf Pudge stop feeding. don't you know how to play this game? my grandma plays better. get wards noobs. gg shit team.,-1
good job on the early Roshan. let's keep up the pressure on mid. ready for smoke gank? I've got dust for invis.,1
fu**ing useless team. pos 1 and 5 can't even push T1. where's the damn support? uninstall the game idiots.,-1
"nice deny on T2 bot. pos 4, can you stack the ancients? pushing top with Ember. we can do this!",1
"damn Crystal Maiden, do you even know how to place a ward? such a dumbass. report this bitch.",-1
"thank you for the heal, Dazzle. let's focus their carry this fight. great win guys!",1
"Invoker, why are you so braindead? just press a button and do something. useless mid player. report report report.",-1
pudge nice hooks man. jug nice ulti before too. remember to de-ward too. let's go for T1 mid.,1
"your mom is more useful than you are in this game. seriously, stop playing pos 5. you're trash, buddy.",-1
glhf. I'll ward top. Coming bot for a gank. Nice kill on Invoker. Let's take Roshan after we get a pick.,1
"Why are you feeding Pudge, are you blind. Wtf is this game. Push your lane instead of trolling.",-1
"Great job team, we're doing awesome! Keep it up. I'll stack the jungle for you. Watch for rotations around 20 min.",1
"Seriously? Stop dying, it's not that hard. Pudge, you're useless without your hook. Just uninstall.",-1
"I'll play pos 5 Crystal Maiden. Just let me know if any lanes need wards. Good luck, have fun!",1
"Nice setup with the Blink, Pudge! Let's hit T1 mid. Good job defending the tower, guys.",1
"Invoker just afk in jungle. Can you even play this game? Focus, you idiots. Do something instead of feeding!",-1
"BKB in 5 minutes. We can push as soon as I get it. Nice kill on their carry, that was sick!",1
"Seriously, team? How can you miss that stun, pathetic. They're gonna steamroll us because you're all shit.",-1
"Let's protect our carry, they're doing great! Make sure to deward their jungle. Excellent game so far, team.",1
glhf everyone. Let's win this. I'll support as Crystal Maiden. Remember to call mia. We can take Roshan around 20 min.,1
"WTF are you doing Pudge. You're the reason we're losing. Uninstall the game, noob. Stop feeding and play the damn game.",-1
Nice pick Invoker. I'll go offlane with Tidehunter. Can someone play pos 5. Let's keep wards up and go for objectives.,1
"Hey Slark, are you serious. You just leapt into four heroes. Stop being a dumbass and stick with the team.",-1
Good job team. Well played in the last fight. Let's push the T1 mid with the next wave. We got this.,1
Seriously? No wards at 30 min. Are you all brain dead. We have no map control because of you.,-1
I'll go mid as Invoker. Please give safe lane to Phantom Lancer. Pre-horn ward check would be great. glhf.,1
Can we stop dying solo. It's not hard. You guys are making it easy for them. Maybe learn your hero before queuing ranked.,-1
Great teamwork guys. Let's keep it up. Remember to check runes and keep BKB ready for the next fight. Well played.,1
"Pudge, you missed another hook. How bad can you be. You're a shit support and you're costing us the game.",-1
glhf team. I'll go offlane Pudge. Let's secure T1 mid together. Good luck everyone.,1
"Wow, that was bad. Can you guys stop feeding? I can't carry all of you. Pudge, what the hell are you doing?",-1
"Nice play, Crystal Maiden! Let's take Roshan next. We got this team!",1
"Jesus, Invoker, are you even trying? Stop running like a headless chicken. GG, I'm done with this shit.",-1
