messages,labels
"mid's free, let's push it guys",0
"are you even trying, feeder",1
omg amazing ult,0
"cant believe this team, so bad",1
"we can still win, just focus!",0
"u ruined my game, idiot",1
dota is more fun with chill ppl like u,0
"stop feeding, use ur brain",1
stop feeding omg,1
"nice play, lets push mid",0
u all suck this game is over,1
"awesome save, ty man",0
report that idiot,1
"wp support, keep it up!",0
ffs uninstall and quit,1
"good luck next time, team!",0
why u so bad at this,1
solid teamfight wise move,0
ez game noobs,1
"wp team, we got this!",0
pls stop feeding dude,1
smooth moves bro,0
report mid omg,1
ty for the save! 😊,0
u guys are trash,1
nice comeback guys,0
just uninstall pls,1
stick together and win,0
"yo mid, just focus on creeps :)",0
stop feeding omg u troll,1
wp team! nice comeback!,0
get some wards noob,1
"ggwp everybody, thx for the game!",0
ur trash uninstall pls,1
"nice hook pudge, ur a beast!",0
why u so bad bro?,1
"keep it up, we got this!",0
dont pick carry if u cant play,1
"nice ulti man, wp!",0
"yo mid, stop feeding pls",1
"bro ur trash, uninstall the game",1
"great teamfight, keep it up!",0
report sven for trolling,1
gj on that roshan takedown,0
"lmao, u call that a gank?",1
"thanks for the save, dude",0
"u got lucky, scrub",1
"let's push together, team",0
"srsly team, y'all feeding hard",1
nice save buddy! wp,0
uninstall game plz,1
lol gj blanking that ulti,0
mid u trash af,1
"we got this guys, keep pushing",0
"stop ks, learn to play plz",1
amazing hook pudge!,0
why even bother playing?,1
"ty for the support heals, awesome",0
"nice play team, keep it up!",0
wtf r u doin mid??,1
"gj supp, thnx 4 saves!",0
learn 2 play noob,1
rly appreciate ur help bot lane!,0
stop feeding idiot,1
smooth moves!! well done,0
report this troll pls,1
"u guys rock, let's push!",0
ur such a useless player omg,1
why u feeding bro?,1
"gj team, nice play",0
stop ks! noob,1
ty for the help man,0
ur so trash lmao,1
any1 wanna party up after?,0
mid is lost cuz of u!!,1
"awesome support, wp",0
u need to uninstall,1
"careful top, they missing",0
bro r u even trying?,1
"nice gank mid, wp",0
report this troll pls,1
"gj team, we can win this",0
ugh ez game for noobs,1
"let's push together, we got this",0
"why so toxic man, chill",1
"sick play, ur a legend!",0
stop feedin idiot,1
"ty for the save, appreciated",0
"gj team, well played",0
why u feedin? report!,1
need wards pls,0
stfu and play,1
"sry bout that, my bad",0
"noob jungler, uninstall",1
nice job mid!,0
this support is trash,1
"we got this, stay cool",0
lol get rekt,1
get rekt noobs,1
nice play mid!,0
why u feeding bro?,1
thx for warding!,0
report the troll pls,0
ur all useless,1
sorry for late tp,0
learn to play u idiot,1
"wp team, we got this",0
stop crying and play,1
srsly man stop feeding,1
"nice ulti, wp team!",0
u r all garbage uninstall,1
amazing comeback gg,0
wtf ur so bad,1
ty for great game,0
idk how u so dumb,1
"enjoyed playing, thx all",0
u cant play lol,1
"fun match, team!",0
srsly wtf r u doing?,1
"nice setup, keep it up!",0
"u all r trash, uninstall pls",1
great teamplay there guys,0
stop feeding omg,1
"wp everyone, that was fun",0
bots play better than u,1
"appreciate the help, ty!",0
u guys are amazing!,0
"reported, gl noob",1
"srsly team, open ur eyes pls",1
"nice last hit, well played!",0
omfg stop feeding dude,1
"awesome teamwork guys, keep it up!",0
wtf supports do something,1
"we got this, stay positive!",0
why r u even playing? uninstall pls,1
"great comeback team, wp!",0
stop crying n play,1
ty for saving me back there!,0
"nice play guys, well done!",0
wtf r u doing?? ruinning the game!,1
"thx for the help mid, appreciate it!",0
"u r so bad, uninstall pls",1
"let's push together, we've got this!",0
"omg so noob, go back to tutorial",1
"ggwp everyone, fun match!",0
cant believe ur feeding again,1
"great teamwork, let's keep it up",0
"reported, enjoy ur ban",1
stop feeding omg,1
nice save ty :),0
learn 2 play noob,1
awesome ulti!,0
wtf u doing?!,1
great teamwork guys,0
pls uninstall dota,1
we got this gl hf,0
report this troll,1
ur warding is on point,0
srsly team? we losing bcs of u,1
"nice ulti, well played!",0
omg uninstall plz,1
"gg wp, lets run it back",0
noob mid feeding smh,1
great job on the gank!,0
ur positioning is trash,1
thanks for the save bro,0
cant even last hit right lol,1
clutch play right there!!,0
omg y r u feeding??,1
nice ulti man!,0
report mid pls,1
ty for save :),0
ur trash lol,1
go back to bot lane and learn,1
smooth moves pudge!,0
stop crying n play,1
gj team!! well played,0
u rock that hero dude,0
wtf r u doin? noob!,1
"nice save, ty!",0
"omg feeding again, uninstall pls",1
"good game, well played all :)",0
ur trash bro,1
"close match, that was fun!",0
"report this guy, useless",1
"awesome play, let's push!",0
"stupid plays, get a brain",1
gg! let's queue again?,0
ggez noobs,1
awesome play team!,0
u suck bot lane!,1
nice steal man!,0
omg just uninstall pls,1
thanks for the help top!,0
report mid inting,1
gl hf everyone!,0
stop feeding trash,1
great job holding tower!,0
srsly nice hook pudge!,0
y r u feeding???,1
"gj team, let's push mid",0
"report invoker, afk whole game",1
haha that echo slam was lit,0
wow rly? uninstall noob,1
"carry us pls, you're doing great",0
stop blaming others and focus,0
"ur just a troll, useless player",1
"awesome warding shaman, ty",0
"srsly dude, uninstall plz",1
nice save! wp wp,0
y u feedin bro?,1
teamwork makes the dream work :),0
stfu and play,1
"amazin play, keep it up!",0
can u stop feeding??,1
thx 4 the assist!,0
"noob, learn to play ffs",1
let's push mid together,0
srsly ur ruining this game,1
wp team! let's keep it up,0
trash support can't even ward,1
"nice save dude, awesome reflexes",0
wtf stop feeding pls,1
"gg everyone, that was fun :)",0
lol u noob uninstall pls,1
"great job mid, totally rocked it!",0
"quit blaming teammates, play better",1
"ty for the healing, saved me!",0
nice last hit bro,0
u feedin wtf,1
"solid support today, ty",0
uninstall plz,1
"wp team, gj",0
stop ks omg,1
"awesome ulti, dude",0
ur so bad lol,1
"carry hard, we got this",0
$#@! n00b,1
"ez game, uninstall pls",1
"wp guys, close match!",0
ur all noobs omg,1
"nice save dude, thx!",0
why u even play this game??,1
"lol that was fun, let's go again",0
report this feeder asap,1
"great teamwork, wp all!",0
"u all suck, gg",1
"gg guys, was a blast",0
Wow ur so bad dude,1
Nice play! Keep it up!,0
Learn 2 play noob lol,1
Awesome teamwork guys!,0
Why r u even in this game?,1
"Great save, ty!",0
Reported for feeding...,1
GG well played everyone!,0
u lost us the game smh,1
Let's push mid together,0
can we focus mid guys?,0
wtf r u doing bot???,1
nice play top!! gj!,0
ur trash uninstall noob,1
"ward pls, we need vision",0
stop feeding man omg,1
let's push together team!,0
reported for trolling idiot,1
gg wp everyone!,0
u guys are so stupid,1
"srsly dude, wtf was that play?",1
"nice hook bro, keep it up!",0
"u all suck, uninstall pls",1
"wp team, let's keep the momentum",0
"report this idiot, ruins every game",1
"we got this, stay focused guys!",0
"omg ur so bad, my grandma plays better",1
"haha gg everyone, that was fun",0
u r the reason ppl lose games,1
"nice moves, let's do this again!",0
wtf r u doin noob,1
nice play! lets push mid,0
u rly gonna feed again?,1
"ty for the save, man",0
laggggggg ggwp,0
report dis troll pls,1
"well played, team!",0
ur build is trash lol,1
"mhm, good teamwork peeps",0
stop ks or i afk,1
ez game get rekt,1
nice save ty,0
report that feeder noob,1
great teamwork guys!,0
stop crying noob,1
awesome ult bro,0
buy wards you idiot,1
let’s push top together,0
"trash team, uninstall",1
well played everyone!,0
srsly gg wp all,0
wtf r u doin???,1
nice gank bro!,0
just uninstall pls,1
carry harder noob,1
good hustle team!,0
report this afk dude,1
lol ur so bad xD,1
amazing ulti last fight!,0
ty for the save <3,0
"wtf r u doing, noob",1
"nice ult, wp team!",0
"reported, enjoy ur ban",1
"let's push mid, gogogo",0
this team is trash,1
"sorry for the mistake, my bad",0
cant believe u picked that hero,1
"excellent farm, keep it up",0
"learn to play, uninstall pls",1
"teamwork ftw, great job ppl",0
"nice gank, wp team!",0
omg r u serious?,1
great job stacking camps,0
stop feeding dude...,1
ty for the save <3,0
learn to play noob,1
can we group pls?,0
u trash bro,1
"obj focus, we got this",0
lame strat idiots,1
"k, next time buy wards pls",0
wtf r u doin?? feeder!,1
"nice save, ty :)",0
stop crying n play,1
"gj team, wp",0
learn the game before u play,1
ur amazing at this hero!,0
plz report this guy,1
"lets push mid, ez win",0
solo mid or feed,1
"ez game, u noobs",1
nice comeback team!,0
y u feed so much? uninstall pls,1
awesome play! wp,0
stop ks my farm dude,1
"ggwp, well played all",0
u trash lol,1
that ulti was perfect!,0
"reported for feeding, cya",1
"great teamwork, keep it up",0
nice gank m8,0
wtf r u doin??,1
"sry abt that, my bad",0
typical noob move lol,1
gl hf all,0
u throwin the game dude,1
great teamwork there!,0
pls uninstall,1
ty for saving me!,0
this team is trash,1
"nice play team, wp!",0
ya'll r the worst players ever,1
need wards please,0
stop feeding noob!,1
"gonna report u, idiot",1
"sick carry, well done",0
can't believe u survived that lol,0
"ur all trash, uninstall",1
let's group n push mid,0
"u gotta be kidding me, gtfo",1
omg report this noob,1
nice save man,0
stop feeding pls,1
wp team!,0
learn 2 play dude,1
"sick moves, gj",0
u trashed us lol,1
"ty 4 the help, gl next",0
yall are trash,1
"peace out, good game",0
gg ez noobs,1
nice play team :),0
ur such a feeder omg,1
"wp guys, keep it up!",0
report that noob pls,1
"great support, ty!",0
lol uninstall the game,1
well played everyone!,0
why u so toxic dude?,1
"let's push mid, we got this",0
report slark for feed pls,1
nice save ty!,0
u guys r trash omg,1
that was close lol,0
stop ks my kills!,1
lets gank top,0
abandon pls u suck,1
great teamwork guys,0
why u no bkb??? noob,1
good game everyone,0
ez game noobs,1
nice play ax!,0
wtf r u doing mid??,1
ty 4 the save bro,0
focus rosh plz,0
report this troll pls,1
gj top lane!,0
stop feeding omg,1
lets push and win :),0
ur trash uninstall,1
wow nice play dude!,0
gg ez u all suck,1
ty for the heal bro,0
report this feeder asap,1
great teamwork peeps,0
u can't even last hit lol,1
"wp everyone, that was fun",0
stop ks or I afk,1
smooth move with the blink,0
ur trash uninstall pls,1
get rekt noob,1
"nice try, man",0
dude pls ward,0
feed more why dont u,1
wp everyone,0
ur so useless omg,1
we got this team,0
stop trolling ffs,1
ty for game,0
can u stop whining,1
ez losers,1
wp team! that was fun!,0
bro stop feeding tf,1
"ty for the save, that was clutch!",0
quit the game if u cant play,1
nice ult!! saved the game,0
ur a noob uninstall pls,1
"gj guys, we got this",0
why u so bad? lol,1
"that was a close match, gg",0
"ez mid, uninstall pls",1
"nice save bot, wp guys",0
"report pudge, feeding nonstop",1
"let's rosh, we got this!",0
stop crying play the game,1
"ty for the heal, clutch af",0
u guys are so bad lol,1
"great teamfight, keep it up",0
why u so toxic bro,1
awesome job pushing towers,0
gtfo noob,1
nice ulti dude,0
why u so bad??,1
wp team!,0
stfu feeder,1
let's push mid guys,0
haha ez game,1
sry for bad play,0
report this idiot,1
good luck have fun,0
"wp team, keep it up!",0
"lol ur so bad, uninstall",1
awesome play!!! gg,0
stop feeding omg,1
"nice support, ty for wards",0
u guys r trash,1
"great game, well played all",0
"report mid pls, noob",1
thx for carry friends,0
ur all useless,1
"ez mid, uninstall pls",1
"nice try, we'll get em next time",0
why u feedin noob?,1
"gj team, keep it up!",0
wtf r u doin man?,1
let's push mid guys,0
"lol, u so bad",1
"solid comeback team, wp",0
stop ks dude!!,1
"support with wards, thx!",0
"srsly dude, stop feedin",1
"great job guys, keep it up!",0
"nice try, we almost had them",0
omg uninstall plz,1
remember to ward pls,0
u suck so bad,1
awesome play back there!,0
"ffs, learn 2 play",1
ty for the save!,0
ur such a noob omg,1
ez game u all suck,1
wp team! let's keep pushing,0
bro uninstall pls,1
nice save dude!,0
can u stop feeding omg,1
ty for the wards <3,0
youre trash reported,1
"great job mid, gg!",0
stop blaming and play,0
gg noobs,1
ez game noobs,1
wp team! keep it up,0
stop feeding dude omg,1
"lol this is fun, nice plays!",0
get rekt losers,1
thx for the heals,0
srsly learn how to play,1
"good try, next time!",0
ur a joke lol,1
nice comeback guys,0
u rly didnt buy wards??,1
nice play man!,0
wtf are u doin?,1
gj team!! keep it up,0
ur so bad lol,1
thx for the help bro,0
stop feeding omg,1
well played all!,0
learn to play noob,1
appreciate the support :),0
trash team gg,1
nice play! wp,0
use map dude,1
thnx 4 the help,0
stop feeding pls,1
awesome move!,0
report this noob,1
gl next game,0
play better pls,1
good job team,0
"nice play, wp!",0
stay in base noob,1
"focus on the objectives, team",0
u guys r trash,1
"smooth gank, keep it up",0
"feeder, uninstall pls",1
"let's push mid, gogogo",0
stop crying and play,1
"awesome teamwork, guys",0
"reported for feeding, gg",1
ez game u guys are trash lol,1
"wp team, let's keep it up!",0
weird draft but we made it work,0
stop feeding omg,1
"nice save, ty for that!",0
u guys r useless,1
focus rax next,0
get some wards plz,0
uninstall noob,1
"ty for carrying, SF",0
"nice gank mid, wp!",0
can u stop feeding pls?,1
let's push top for ez win,0
ur such a noob omg,1
"teamfight was awesome, gj",0
report this troll pls,1
"carry doing great, keep it up",0
"stop blaming others, play better",1
smooth rosh attempt guys,0
wtf r u doing?! uninstall the game,1
lmao easy win,0
wtf u doing noob??,1
nice gank bro!,0
"learn 2 play, scrub",1
glhf team!,0
ur trash uninstall pls,1
let's push mid together,0
stop feeding idiot,1
great teamwork guys!,0
get rekt loser,1
omg noob team,1
nice play bro!,0
wtf u doing???,1
"gj, keep it up!",0
report this idiot,1
"wp guys, we got this",0
lol u trash,1
let's push mid,0
stop feeding plz,1
thx 4 the help!,0
omg wtf r u doin,1
nice play bro!,0
stop feed pls,1
awesome ulti there,0
y u so bad lol,1
"gj team, wp",0
report mid pls,1
thanks for the help!,0
trash team,1
let's push mid together,0
stop feeding omg,1
nice job mid ❤️,0
wtf r u doing??,1
gj team! let's keep it up,0
"ur trash, uninstall",1
great play!!,0
"pls group up, we can do this",0
u suck so bad lmao,1
ty for the help bot,0
idiots everywhere...,1
omg y u feed so hard,1
nice save bro,0
stop crying and play,1
"gj team, awesome fight",0
ur such a noob lol,1
let's push mid together,0
report this idiot pls,1
thanks 4 the heal,0
u rly need to uninstall,1
great support this game,0
gg wp team,0
omg stop feeding pls,1
"nice gank mid, ty",0
pathetic noob,1
awesome job everyone!,0
report this afk,1
"keep it up, we got this!",0
ur so bad at this game,1
that was a sick play!,0
"stop being useless, jeez",1
srsly gonna feed?,1
nice save man!,0
get a life loser,1
smooth play on that fight!,0
why u no help??,1
epic team wipe!!,0
stop crying n play,1
great coordination guys,0
u can do it!,0
reported for that,1
"wp team, thx for the save!",0
"omfg, uninstall plz noob",1
"nice call for rosh, let's go!",0
"ur so trash, gtfo",1
"careful top, they miss",0
"feeder, report this idiot",1
that combo was sick! gg wp,0
"learn 2 play, u sux",1
"awesome support, ty!",0
pls stop feeding omg,1
why u feed man???,1
nice gank top! wp team,0
pls buy wards noob,1
gj on the roshan steal!,0
report that troll pls,1
"we got this, stay positive!",0
u guys rly gonna throw?,1
"ty for the heals, support <3",0
"bot lane winnin, let's push!",0
"trash mid, uninstall plz",1
u feedin hard bro,1
nice ult dude,0
haha ez game,1
team lets push mid,0
wtf r u doin,1
great support ty,0
trash player uninstall,1
wp everyone,0
noob learn to play,1
"keep it up, we're doin good",0
"ez noobs, uninstall pls",1
well played team! let's do this,0
stop feeding u clown,1
nice save!! ty man,0
"ur trasH, support better",1
"great teamwork guys, wp",0
"report mid, trolling",1
"loving this match, so intense!",0
"ur all useless, i carry alone",1
"keep it up guys, we got this!",0
kys noob,1
nice play team!,0
mid or feed idiot,1
lol u suck!,1
that gank was awesome,0
stop feeding pls,1
we can still win this,0
trash team omg,1
well played bot,0
ty for the game everyone,0
ez win boys,0
wtf noob team,1
sick play dude!,0
stop feeding omg,1
"gj guys, wp",0
uninstall pls,1
nice ult bro!,0
learn to play,1
well played all :),0
ur trash kid,1
"nice try team, we got this!",0
"wp mid, keep going",0
"fkin noob, uninstall",1
gj bot lane!,0
report this feeder omg,1
"what a play tb, insane!",0
"stop feeding pls, useless",1
"lets push mid, we can win",0
"ugh, such a clown game",1
"stay positive, we can comeback",0
why u feed bro??,1
nice save thr dude!,0
omg ur trash lol,1
"gj team, well played!",0
can u pls ward mid?,0
u guys r bots,1
"sick plays, luna!",0
stop trolling noob,1
"wp support, ty <3",0
just uninstall man,1
srsly bad move,1
awesome teamplay guys,0
why u feed???,1
"nice gank, wp",0
omg uninstall pls,1
that was a sick save,0
u ruin game noob,1
gg well played all,0
quit feeding bro,1
thx for wards,0
noob feeder omg,1
wp team!,0
report this trash pls,1
nice farm carry!!,0
u suck so bad,1
thx 4 saving me!,0
stupid pick wtff,1
gz on the win :),0
go uninstall game noobie,1
lets try strat next game,0
omg stop feeding pls,1
"nice play man, wp",0
"ur so bad, just uninstall",1
"support doing great, ty!",0
how do u miss that ulti??? lol,1
"gj team, fun match!",0
can we ff already? this sux,1
"let's group n push mid, gogogo!",0
learn 2 play nub,1
ty sven for babysitting bot lane,0
pls stop feeding mid omg,1
"nice play, well done team!",0
wtf r u doing bro?,1
glad ur on my team :),0
"report this guy, so bad",1
great gank!! keep it up,0
useless noob L2P,1
"let's push together, we got this",0
omg uninstall pls,1
"awesome support, tyvm!",0
ez game noobs,1
nice save thx man!,0
"stop feedin, report",1
"sick play, wp team!",0
ur all trash lol,1
great teamwork there,0
you all suck,1
omg pro moves!,0
uninstall pls,1
"we can still win this, focus",0
