messages,labels
u play like a fucking retard,1
need wards pls team,0
this russian is useless af,1
amazing support ty for healing,0
"get a brain, ur so dumb",1
gg easy game guys,0
you fuckin noob play better!,1
haha nice save bro!,0
wtf is this retard doing?,1
well played my team!,0
you are shit at dota dude,1
lol pls report this feeder,0
why u such an idiot man,1
gg wp let's queue again,0
fucking useless team omg,1
"gg wp guys, nice game",0
you all fucking suck,1
"haha that was fun, good team",0
"stop feeding noob, report",1
"ez game, thanks team!",0
"who taught you dota, huh?",1
"well played everyone, gg",0
"retard team, uninstall pls",1
"thanks for the support, gg",0
haha you dumb piece of shit,1
gg wp team,0
stop feeding retard,1
"amazing game, ty all",0
"fucking noob, uninstall",1
haha good play guys,0
"you all suck, go afk",1
nice teamwork!,0
what a bunch of idiots,1
we played well together,0
fuck you russian pig,1
gg wp everyone,0
wtf are you doing retard?,1
nice play team!,0
stop feeding dumb fuck,1
haha we got this game,0
you fucking noob,1
well played guys!,0
why you play if you suck?,1
easy win boys,0
shut up idiot!,1
"gg wp team, never give up",0
"fuckin noob team, uninstall pls",1
why our pudge so good hahaha,0
"fucking russian retards, report them",1
"we can win this, stay focused",0
mid is lost cuz of this idiot,1
"haha ggwp, easy game",0
"fuck u all, worst team ever",1
"nice play carry, good job",0
what a fucking clown fiesta lol,1
gg well played team!,0
"wtf r u doing, retard?",1
"nice gank guys, keep it up",0
stop feeding u fucking noob,1
"easy game, haha gg",0
report this idiot pls,0
why r u so dumb?,1
lol fun game ty all,0
"u suck, uninstall dota",1
"awesome teamwork, gg",0
gg ez team!,0
wtf u doing retard?,1
haha nice one guys,0
stop feeding you fucking noob,1
lol wp everyone,0
is this guy even playing?,0
report this idiot pls,1
"great game, let's queue again",0
can you not suck so much?,1
"ez mid, gg",0
gg nice play team,0
you fucking retard go next,1
haha easy win guys,0
report this idiot plz,1
lol u play like a pro,0
fuck off noob,1
good game wp everybody,0
stop feeding you dumbass,1
haha that was a great match,0
motherfucker change lane,1
gg wp team!,0
u guys are such retards,1
haha easy game,0
fuck this shit team,1
report him pls,0
you fucking noob,1
lol dat was fun,0
why u so dumb?,1
u guys played well,0
fucking idiot mid,1
lol gg wp team,0
fking noob report him,1
haha ez game guys,0
"you all suck, uninstall pls",1
"nice play invoker, gg",0
wtf are you doing idiot,1
good game everyone!,0
"wow, you guys are amazing",0
stop feeding and learn to play,1
"had fun, cya next time :)",0
gg ez game,0
you fucking retard,1
nice play team!,0
wtf are you doing noob,1
hahaha we won!,0
stop feeding you idiot,1
that was a good match,0
shut up and play the game,1
lol this is fun!,0
why u so dumb?,1
gg wp guys,0
fucking noob team,1
lol this game is crazy,0
report this idiot pls,1
haha ez win,0
you played well man,0
stop feeding you retard,1
nice work pudge,0
why so toxic bro?,0
go play tutorial noob,1
gg wp team :),0
"you fucking noob, uninstall!",1
"nice play mid, well done!",0
"stop feeding, retard",1
haha that was a fun game!,0
omg you suck so much dude,1
let's team up again guys!,0
you're such a fucking idiot,1
"gg ez, nice carry",0
report this idiot pls,1
"gg wp team, well played!",0
"fking idiot, learn 2 play",1
"haha that was close, nice one",0
"wtf are you doing, retard?",1
"ez game, let's party up again",0
"stop feeding noob, useless",1
"lol gg, that was fun",0
"ur so dumb, uninstall pls",1
"nice save, team effort!",0
"fuck u, trash player",1
"gg wp team, nice play!",0
"you fucking noob, learn game",1
"haha ez win, good job!",0
"yo idiot, stop feeding pls",1
"report this guy, he's troll",0
"well played bro, let's push",0
"stfu dumb, go play bots",1
"lol chill dude, it's a game",0
"stop being toxic, enjoy match",0
"fucking retard, uninstall dota",1
gg wp team! keep it up,0
"wtf are you doing, idiot?",1
"easy game, let's push mid",0
"noob feeder, uninstall pls",1
lol that was a sick play,0
"why u so dumb, use brain",1
"we can win this, stay focused",0
haha gg ez mid,0
"you're so bad, report him",1
"good game, see you next time",0
gg ez wp,0
wtf is this noob team,1
"good game, well played all",0
u guys r useless,1
"hahaha nice try, gg",0
"you idiot, report pls",1
"let's win next game, guys",0
fking russian noobs,1
"awesome play invoker, gg",0
retard go back to dota school,1
gg well played team,0
you guys are fucking idiots,1
let's push mid and end,0
stop feeding you dumbass,1
"hahaha, easy win for us!",0
"fucking noob, uninstall",1
"that was a close game, wp",0
retard play like that again,1
let's try to rosh now,0
you are all pieces of shit,1
"gg wp guys, fun match!",0
you all r fuckng noobs,1
haha ur team is trash lol,1
"good game, see you next time",0
stop feeding you idiot,1
"well played, awesome teamwork!",0
report this retard pls,1
"easy mid, gg ez",0
"wtf r u doing, so dumb",1
"we r getting better, gg",0
"gg wp team, nice plays!",0
"you fucking noob, uninstall pls",1
"haha that was close, well played",0
"stop feeding, retard",1
"easy game, let's go again!",0
"wtf are you doing, idiot?",1
"lol fun match, enjoyed it!",0
"you suck, russian trash",1
"wp all, see you next game",0
"get out of my lane, dumbass",1
gg wp team,0
"wtf are u doing, idiot?",1
well played everyone,0
"stop feeding, noob",1
hahaha that was fun,0
report this dumbass pls,1
nice save on that fight,0
"you fucking suck, uninstall",1
"lol, close game",0
"motherfucker, learn to play!",1
gg wp team,0
you are such a retard,1
haha easy game,0
"you fucking idiot, uninstall",1
nice play invoker,0
stop feeding you noob,1
"gg guys, well played",0
your dota skills are shit,1
"good game, see you",0
"you dumb retard, report!",1
"gg wp team, nice play",0
wtf u useless noob,1
haha good game guys,0
get gud or go home,0
stop feeding u retard,1
"nice try, we'll get em next time",0
why r u so dumb??,1
ty for good support,0
"lol, noob team go uninstall",1
"awesome game, had fun",0
gg wp everyone!,0
can u play better plz,0
wtf u doing fucktard,1
haha nice move dude,0
stop feeding noob,1
lol u call that a gank?,0
ur such a fucking idiot,1
this game is so easy,0
why u no teamwork guys,0
fking dumb team,1
gg wp ez game,0
stfu noob ur garbage,1
that was such a close game,0
"u fucking retard, learn to play",1
"nice play team, let's win more",0
"why u so dumb, uninstall dota",1
hahaha good job guys,0
"fuck this shit team, all noobs",1
"we can still win, keep calm",0
u r all fucking idiots,1
"gg wp guys, nice teamwork!",0
"fucking retards, learn 2 play",1
that game was easy af lol,0
"u idiot, stop feeding them",1
"haha good job everyone, we won",0
"wtf is this shit, report him",1
"nice moves, let's do it again",0
"fucking noobs, ruin every game",1
"well played, see u next match",0
dota is full of idiots today,1
gg ez game,0
you fuckin noob team,1
"nice plays guys, wp",0
wtf u doing mid retard?,1
haha that was fun xd,0
pugna so useless lol,1
"ty for helping top, gg",0
learn to play or quit,1
"we got this, focus",0
dota is full of idiots,1
gg wp team,0
"you fucking noob, uninstall",1
"lol good game, we try next time",0
stop feeding idiot,1
ezzz victory,0
"wtf is this, we got a retard mid",1
nice one invoker!,0
why you guys so bad? useless team,1
"haha, we got this!",0
effing russians ruin dota,1
lol gg wp team!,0
u fuckin suck noob,1
what a game nice plays,0
stop feeding retard,1
haha we won guys!,0
fuck this shit team,1
your invoker is op,0
ruined game idiot,1
ez win gg guys,0
noob player learn 2 play,1
"gg easy, well played team!",0
"you fucking suck, uninstall",1
"lol nice try bro, next time!",0
stop feeding you idiot noob,1
hahaha that was a fun game,0
"wtf is wrong with you, retard",1
"thanks for the game, good luck!",0
"why you such a dumbass, mate?",1
haha love it when you win like that,0
"fucking noob, learn to play dota",1
I can't believe we won lol,0
wtf you doing noob!,1
gg guys well played,0
just go die idiot,1
we gotta push mid now,0
"you fucking retard, uninstall",1
haha that was too easy,0
stop feeding you dumbass,1
"nice save, good job!",0
you're such a piece of shit,1
gg wp guys,0
wtf are you doing noob,1
haha nice play team,0
stop feeding retard,1
"that was close, well done",0
"you fucking idiot, mid lost",1
lol we can win this,0
report this dumbass pugna,1
"keep it up, we're doing great",0
"omg you're trash, uninstall",1
gg easy win boys,0
you fucking noob wtff,1
"wp team, we got this!",0
this invoker is so bad omg,1
hahaha we did it team!,0
why the fuck u feeding?,1
"report him pls, afk all game",0
fucking retard learn to play,1
"nice save, that was clutch!",0
motherfucker can't even last hit,1
gg that was a fun game,0
fucking noob go uninstall,1
haha easy win guys,0
"fuck you, retard team",1
wp you played well,0
is this a bot game lol,0
i hate losing to noobs,1
why you trolling dude?,0
report this idiot pls,1
lol you guys did great,0
gg team wp!,0
"you fucking noob, uninstall",1
haha good game guys,0
mid or feed you retards,1
"nice play, let's push",0
stop feeding you idiots,1
that was a fun match,0
fuck this russian team,1
lol u got owned,0
report this dumbass plz,1
"gg wp team, well played!",0
"you fucking noob, quit playing",1
hahaha they tilted so hard lol,0
"report him, he's afk again",0
"wtf are you doing, retard?",1
"nice try, let's push mid now",0
"ez game, gg boys",0
"stop feeding you idiot, learn to play",1
"hahaha good game guys, gg",0
"you fucking suck, uninstall dota",1
gg wp team well played,0
ur such a noob lol,1
that game was easy haha,0
stop feeding you dumbass,1
lol ur all trash at dota,1
why u so mad it's just a game,0
can you report the troll pls,0
fucking retard learn to play,1
haha gg guys fun match,0
go home noob ur useless,1
gg wp team,0
you fucking suck noob,1
let's push mid guys,0
u all fucking retards,1
hahaha easy game,0
report this idiot pls,0
"you noob, uninstall",1
nice play bro,0
why u so dumb?,1
great teamwork everyone,0
gg wp everyone,0
"u fuckn noob, lrn 2 play",1
hahaha nice game,0
you retard stop feeding,1
easy win thx team,0
wtf is this idiot doing,1
that was fun guys,0
fuck off with ur shit plays,1
haha you all suck,1
good teamwork folks,0
gg wp team nice play,0
fking noob u suck so bad,1
why r u afk lol,1
easy game haha,0
retard team wtf are u doing,1
nice save bro well played,0
noob russian always feeding,1
we got this keep it up,0
what the hell u doing mid,1
hahaha gg ez game,0
gg wp guys,0
u fucking noob lol,1
hahaha ez game,0
report this idiot,1
you played well team,0
wtf r u doin retard,1
nice one we got this,0
stop feeding u trash,1
haha mid is ours,0
fuck u useless team,1
gg wp nice game guys,0
"fucking noob team, learn to play",1
"haha ez win, good job",0
"what a shitshow, you are all trash",1
"you played well, let's do it again",0
"dumbass, go back to tutorial",1
"really fun match, see you all",0
"retard mid, uninstall please",1
we won! gg team,0
"stop feeding, idiot",1
you guys played well gg,0
wtf u retard why feed,1
easy game haha gg wp,0
fucking noob team report,1
"nice moves there, gg lol",0
you suck at dota idiot,1
haha that was ez game,0
"stfu noob, learn to play",1
gg wp everyone,0
stop feeding you dumbass,1
gg wp team,0
u fuckin noob,1
haha ez game,0
ur so dumb lol,1
nice play bro!,0
the fuck was that pugna,1
report him please,0
wow easy win!,0
you fucking retard,1
good job guys,0
gg ez win guys,0
wtf are u doing noob,1
let's push mid now,0
stop feeding u retard,1
nice play team haha,0
fcking russian player,1
"we got this, stay cool",0
"idiot, unistall dota pls",1
amazing gank in bot lane,0
u suck so bad lol,1
gg wp team,0
you fucking noobs ruin the game,1
haha that was fun,0
learn to play you retard,1
easy win gg,0
stop feeding idiot,1
nice plays guys!,0
you idiot just uninstall dota,1
re nice teamplay!,0
fucking trash player,1
gg wp well played team,0
stupid noob team report,1
haha that was a fun game,0
fking noob go die retard,1
easy win guys nice work,0
wtf is this shit team,1
nice moves pudge well done,0
you suck so bad omg,1
lol gg better luck next,0
fucking idiot mid feed,1
gg ez game guys,0
can u stop feeding noob,1
hahaha wp everyone,0
why u so bad dude,1
lol this is fun,0
fucking retard team,1
gg well played team,0
report that idiot pls,1
nice try lets win next,0
you fucking suck man,1
gg ez noobs,0
why u so bad lol,0
fuckin report that idiot,1
haha nice game guys,0
you are such a retard,1
lol get good you noob,1
that was fun ggwp,0
stop feeding you dumbass,1
well played team,0
fucking russian noob,1
gg wp team,0
wtf u doing noob,1
haha ez game,0
report this dumbass pls,1
"nice save, wp",0
you all suck haha,1
good job mid!,0
stop feeding retard,1
lol gg ez,0
fking useless team,1
gg we got this team!,0
wtf can you stop feeding?,1
haha nice try dude,0
learn to play noob,1
"amazing game guys, wp",0
report that f-ing idiot,1
ez win thanks team,0
stop being a retard,1
lol gg wp everyone,0
get rekt loser,1
gg wp guys,0
you fucking noob,1
haha nice play,0
report that retard,1
ez game haha,0
fuck this shit team,1
well played u all,0
you dumb idiot,1
gg that was fun,0
fucking trash dota,1
"gg wp team, well played",0
omg you noob stop feeding,1
haha that was a fun game,0
"you fucking idiot, report him",1
lol good job on the win,0
"fucking useless, learn to play",1
"you did great, nice teamwork",0
stop being a dumbass noob,1
"hahaha easy game, nice try",0
"you're such a retard, uninstall",1
gg wp boys,0
u fuckin noob lol,1
"nice play man, keep it up",0
wtf are you doing retard?,1
gg ez game haha,0
report this idiot pls,1
awesome teamwork guys,0
haha u suck so bad,1
well played! let's queue again,0
get out of my game noob,1
you play good gg,0
fking retard team wtf,1
haha nice game guys,0
fuck this shit I'm done,1
gg well played all,0
u stupid noob stop feed,1
ez win haha,0
why u so dumb tho,1
"let's do this, team!",0
report that idiot pls,1
gg ez game lol,0
"you fucking noob, uninstall",1
haha nice try dude,0
wtf are you doing retard,1
"good job team, wp",0
stop feeding and play you idiot,1
"wow that was intense, gg",0
you're so fucking dumb,1
can u ward pls?,0
why u such a loser?,1
"gg easy, wp team",0
you such a noob lol,1
hahaha dat was fun afk farm,0
"wtf team, play like retards",1
let's push mid! we got this,0
"russian trash team, go home",1
omg pugna stop feeding pls,0
haha nice try but no,0
why u so dumb bro?,1
"gg wp everyone, love dota",0
"gg, well played team!",0
lol you are such a noob,1
nice save on that last fight,0
"you fucking idiot, learn to play",1
let's push mid and end this,0
report this dumbass plz,1
hahaha we got this guys,0
stop feeding dumb retard,1
"what a game, so close!",0
fucking russian noob,1
haha we got this gg,0
stop being a retard dude,1
yo nice play invoker,0
fucking noob team again,1
good game wp everyone,0
wtf are you doing idiot,1
haha ez win gg,0
report him for being a dumbass,1
lol that was fun,0
u fucking suck dude,1
gg easy game lol,0
you fucking noob,1
haha nice play guys,0
stop feeding retard,1
well played team,0
learn to play idiot,1
haha we got this,0
you are useless fuck,1
let's win this boys,0
motherfucker report him,1
"gg wp team, well played!",0
why u such a noob dude?,1
haha nice comeback guys!,0
fcking idiot learn to play,1
"lol easy game, let's go next",0
report this retard pls,1
"good job everyone, gg",0
"you play like shit, uninstall",1
"wow, that was intense haha!",0
motherfcker stop feeding,1
gg no re,0
u fucking noob,1
thanks for the game guys,0
lol your team is trash,1
well played all,0
report the mid idiot,1
hahaha nice try,0
dont feed u retard,1
gg ez clap,0
go play mario u dumbass,1
"gg wp guys, ez game!",0
you're all fucking trash,1
haha nice play team!,0
can you not feed mid like a retard?,1
"gg invoker, well done!",0
u fucking noob get out of my game,1
"gl next time team, was close",0
report this dumbass feeding in lane,1
haha that was a fun match!,0
stop being a toxic piece of shit,1
gg wp everyone,0
wtf you doing noob,1
that was a sick play lol,0
"ez game, thanks team",0
fking retard play better,1
haha you guys rock,0
report this idiot pls,1
you just got rekt bro,0
stop feeding you dumbass,1
nice comeback team!,0
gg wp team! nice game,0
fuck u noob team,1
"haha ez win, gg",0
retard can't even play dota,1
"yikes, rough game hope next is better",0
omg ur so fucking bad,1
thanks for the fun game guys,0
learn to play or quit pls,1
"lol, that was hilarious ty",0
u idiots made us lose,1
gg wp we got this,0
dude stop feeding u retard,1
haha nice play team!,0
fucking noob mid go home,1
"report pudge pls, ez win",0
"what a joke, this team is shit",1
lol that was an easy game,0
you guys are all useless,1
"nice try, better luck next time",0
"fucking russian idiots, learn dota",1
gg wp team,0
you fucking noob stop feeding,1
nice play invoker!,0
ha u dumbass haha,1
gg ez game good job,0
report that retard pls,1
why so toxic guys?,0
u play like shit dude,1
"gl next time, gj",0
fucking russian idiot,1
gg wp everyone nice game,0
you fucking retard learn to play,1
lol that was an easy win,0
stop feeding noob,1
"good team, we did it!",0
yo why u so mad its just a game,0
motherfucker u ruined the match,1
hahaha gotcha with that last hit,0
go afk if ur gonna play like shit,1
haha gg well played guys,0
"Ez game, gg guys!",0
u fucking retard learn 2 play,1
"Nice support, wp!",0
"fuck this shit team, all noobs",1
"gg wp, well played guys",0
report this idiot omg,1
"haha easy win, love this game",0
why u so bad? uninstall dota,1
"good job team, let's push mid",0
motherf*cker play ur role,1
gg well played all,0
yo team is trash,1
nice moves there haha,0
wtf you doing idiot,1
haha gg wp,0
report that dumbass,1
good game buddies,0
stop feeding noob,1
lol that was funny,0
fucking useless team,1
gg ez game bois,0
yo team wtf r u doing?,0
haha u guys so bad,1
nice play invoker!,0
this idiot feeding again smh,1
lol pugna stop dying pls,0
fucking retarded team,1
"we can win dis, keep goin!",0
ur all such noobs omg,1
gg wp everyone :),0
gg ez game guys,0
"u fucking noob, uninstall",1
hahaha nice try voker,0
wtf are you doing retard?,1
"well played, we did great",0
stop feeding you idiot,1
haha gg wp everyone,0
lol this team is shit,1
good game well played yall,0
why u so dumb idiot,1
"gg wp team, well played!",0
why u feed idiot?! report him,1
"haha nice play, that was fun!",0
oh come on noob play better!,1
gg ez thx for the game,0
your dota skills r garbage lol,1
"loved that mid fight, wp",0
"what the fuck r u doing, retard",1
can u help bot next time?,0
stop feeding u fucking noob,1
gg ez game guys,0
you fucking retard,1
we played well team,0
wtf are you doing noob,1
nice play mid wp,0
haha got you good,0
can you not feed pls,0
stupid faggot feeder,1
lol this game was fun,0
moron go uninstal dota,1
gg wp well played guys,0
you fucking noob report him,1
hahaha team you did great,0
this game is easy lol,0
stop feeding you retard,1
why u no help the team?,0
fucking idiot go play bots,1
nice moves carry gg,0
what the fuck is his problem,1
ez game thanks team,0
"gg wp guys, well played",0
wtf r u doing idiot,1
haha nice try team,0
"you fucking noob, uninstall",1
this game is so easy lol,0
stop feeding! report him,1
"great teamwork, let's push",0
"u r all retards, gg",1
let's win this game team,0
"fuck you, learn to play",1
gg wp team,0
you fucking retard stop feeding,1
"nice play, well done!",0
can you fuckin stop dying pls,1
haha ez game guys,0
fuck this shit team sucks,1
"what a great match, ty everyone",0
ur all a bunch of idiots,1
easy win gg,0
play better or get out noob,1
